DATE;COMPANY;COMPANY;TO;FROM;TEMPERATURE;SKY INFORMATION;WIND SPEED;WIND ANGLE;VISIBILITY;SCHEDULED TIME;LANDED TIME;CLASS
2019-12-09;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;3 °C;Fog.;15 km/h;210;3 km;22:25:00;22:04:00;Early (-inf, -15) min.
2019-12-09;Ryanair;Ryanair;DublinasDUB;KaunasKUN;4 °C;Passing clouds.;9 km/h;200;N/A;22:30:00;22:23:00;Early [-15,-5) min.
2019-12-09;Ryanair;Ryanair;AmanasAMM;VilniusVNO;3 °C;Fog.;17 km/h;210;4 km;22:45:00;22:34:00;Early [-15,-5) min.
2019-12-09;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;2 °C;Fog.;13 km/h;200;1 km;23:15:00;23:28:00;Delay (5, 15] min.
2019-12-09;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;2 °C;Fog.;13 km/h;200;1 km;23:30:00;23:25:00;Early [-15,-5) min.
2019-12-09;AirBaltic;AirBaltic;MiunchenasMUC;VilniusVNO;2 °C;Fog.;13 km/h;200;1 km;23:35:00;23:17:00;Early (-inf, -15) min.
2019-12-09;LOTPolishAirlines;LOT-PolishAirlines;LondonasLCY;VilniusVNO;2 °C;Fog.;15 km/h;200;1 km;23:40:00;23:30:00;Early [-15,-5) min.
2019-12-10;AirBaltic;AirBaltic;Ryga;PalangaPLQ;6 °C;Passing clouds.;11 km/h;200;20 km;00:10:00;00:01:00;Early [-15,-5) min.
2019-12-10;LOTPolishAirlines;LOTPolishAirlines;VarðuvaWAW;KaunasKUN;3 °C;Passing clouds.;11 km/h;200;N/A;00:45:00;00:20:00;Early (-inf, -15) min.
2019-12-10;SAS;SAS;Kopenhaga;PalangaPLQ;6 °C;Passing clouds.;11 km/h;200;20 km;00:55:00;00:49:00;Early [-15,-5) min.
2019-12-10;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;2 °C;Fog.;11 km/h;200;2 km;01:05:00;00:59:00;Early [-15,-5) min.
2019-12-10;WizzAir;WizzAir;DonkasterisDSA;VilniusVNO;1 °C;Fog.;15 km/h;190;1 km;02:10:00;01:49:00;Early (-inf, -15) min.
2019-12-10;WizzAir;WizzAir;LondonasLTN;VilniusVNO;1 °C;Fog.;15 km/h;190;1 km;02:35:00;02:24:00;Early [-15,-5) min.
2019-12-10;WizzAir;WizzAir;ReikjavikasKEF;VilniusVNO;3 °C;Fog.;19 km/h;190;0 km;03:15:00;03:38:00;Delay (15,30] min.
2019-12-10;Belavia;Belavia;MinskasMSQ;VilniusVNO;3 °C;Fog.;22 km/h;190;2 km;07:55:00;07:55:00;On Time [-5, 5] min.
2019-12-10;Norwegian;Norwegian;Oslas;PalangaPLQ;8 °C;Overcast.;11 km/h;240;20 km;13:55:00;13:36:00;Early (-inf, -15) min.
2019-12-10;Ryanair;Ryanair;KopenhagaCPH;KaunasKUN;5 °C;More clouds than sun.;20 km/h;240;N/A;14:20:00;14:12:00;Early [-15,-5) min.
2019-12-10;SAS;SAS;Kopenhaga;PalangaPLQ;8 °C;Overcast.;11 km/h;240;20 km;14:35:00;14:41:00;Delay (5, 15] min.
2019-12-10;AirBaltic;AirBaltic;Ryga;PalangaPLQ;8 °C;Overcast.;11 km/h;240;20 km;14:45:00;14:53:00;Delay (5, 15] min.
2019-12-10;WizzAir;WizzAir;TelAvivasTLV;VilniusVNO;4 °C;Low clouds.;13 km/h;240;8 km;15:10:00;15:08:00;On Time [-5, 5] min.
2019-12-10;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;4 °C;Low clouds.;13 km/h;240;8 km;15:15:00;16:33:00;Delay (30, inf) min.
2019-12-10;Ryanair;Ryanair;AlikantëALC;KaunasKUN;4 °C;More clouds than sun.;17 km/h;240;N/A;15:20:00;15:23:00;On Time [-5, 5] min.
2019-12-10;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;4 °C;Low clouds.;13 km/h;240;8 km;15:25:00;15:21:00;On Time [-5, 5] min.
2019-12-10;WizzAir;WizzAir;KijevasIEV;VilniusVNO;4 °C;Mostly cloudy.;15 km/h;230;N/A;15:50:00;15:40:00;Early [-15,-5) min.
2019-12-10;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;4 °C;Overcast.;15 km/h;230;N/A;16:15:00;16:05:00;Early [-15,-5) min.
2019-12-10;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;4 °C;Overcast.;15 km/h;230;N/A;16:15:00;16:01:00;Early [-15,-5) min.
2019-12-10;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;4 °C;Overcast.;15 km/h;230;N/A;16:20:00;16:23:00;On Time [-5, 5] min.
2019-12-10;Ryanair;Ryanair;LondonasSTN;VilniusVNO;4 °C;Overcast.;13 km/h;240;N/A;16:55:00;16:44:00;Early [-15,-5) min.
2019-12-10;Ryanair;Ryanair;TelAvivasTLV;VilniusVNO;4 °C;Overcast.;13 km/h;240;N/A;16:55:00;16:46:00;Early [-15,-5) min.
2019-12-10;Ryanair;Ryanair;BerlynasSXF;VilniusVNO;4 °C;Overcast.;13 km/h;240;N/A;17:00:00;16:49:00;Early [-15,-5) min.
2019-12-10;WizzAir;WizzAir;Dortmundas;PalangaPLQ;7 °C;Sprinkles. Overcast.;9 km/h;240;16 km;17:15:00;17:08:00;Early [-15,-5) min.
2019-12-10;BrusselsAirlines;BrusselsAirlines;BriuselisBRU;VilniusVNO;3 °C;Passing clouds.;9 km/h;240;N/A;17:25:00;17:18:00;Early [-15,-5) min.
2019-12-10;null;null;MarsaAlamas;VilniusVNO;3 °C;Passing clouds.;9 km/h;240;N/A;17:30:00;17:22:00;Early [-15,-5) min.
2019-12-10;GetJetAirlines;GetJetAirlines;HurgadaHRG;VilniusVNO;3 °C;Passing clouds.;9 km/h;240;N/A;17:45:00;17:10:00;Early (-inf, -15) min.
2019-12-10;WizzAir;WizzAir;MilanasMXP;VilniusVNO;3 °C;Passing clouds.;9 km/h;240;N/A;17:55:00;17:47:00;Early [-15,-5) min.
2019-12-10;Finnair;Finnair;HelsinkisHEL;VilniusVNO;3 °C;Passing clouds.;9 km/h;240;N/A;18:05:00;17:56:00;Early [-15,-5) min.
2019-12-10;Ryanair;Ryanair;Londonas/Stanstedas;PalangaPLQ;7 °C;Sprinkles. Overcast.;9 km/h;240;16 km;18:05:00;18:01:00;On Time [-5, 5] min.
2019-12-10;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;3 °C;Passing clouds.;7 km/h;260;N/A;18:20:00;18:01:00;Early (-inf, -15) min.
2019-12-10;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;3 °C;Passing clouds.;7 km/h;260;N/A;18:25:00;18:25:00;On Time [-5, 5] min.
2019-12-10;Ryanair;Ryanair;SautendasSEN;VilniusVNO;3 °C;Passing clouds.;7 km/h;260;N/A;18:40:00;18:29:00;Early [-15,-5) min.
2019-12-10;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;3 °C;Overcast.;13 km/h;260;N/A;19:10:00;18:59:00;Early [-15,-5) min.
2019-12-10;TravelServicePolska;TravelServicePolska;MadeiraFNC;VilniusVNO;3 °C;Overcast.;13 km/h;260;N/A;19:10:00;19:41:00;Delay (30, inf) min.
2019-12-10;Ryanair;Ryanair;EdinburgasEDI;KaunasKUN;2 °C;Partly cloudy.;11 km/h;0; 9km;19:50:00;19:35:00;Early (-inf, -15) min.
2019-12-10;Ryanair;Ryanair;Londonas(Lutonas)LTN;KaunasKUN;2 °C;Mostly cloudy.;9 km/h;0;N/A;20:05:00;20:15:00;Delay (5, 15] min.
2019-12-10;WizzAir;WizzAir;Londonas/Lutonas;PalangaPLQ;8 °C;Passing clouds.;17 km/h;210;20 km;20:05:00;20:37:00;Delay (30, inf) min.
2019-12-10;Ryanair;Ryanair;RomaCIA;VilniusVNO;2 °C;Passing clouds.;9 km/h;250;N/A;20:30:00;20:13:00;Early (-inf, -15) min.
2019-12-10;AirBaltic;AirBaltic;TalinasTLL;VilniusVNO;2 °C;Passing clouds.;7 km/h;270;N/A;20:55:00;20:46:00;Early [-15,-5) min.
2019-12-10;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;2 °C;Passing clouds.;7 km/h;270;N/A;20:55:00;20:43:00;Early [-15,-5) min.
2019-12-10;AirBaltic;AirBaltic;ParyþiusCDG;VilniusVNO;2 °C;Passing clouds.;11 km/h;280;N/A;21:05:00;21:05:00;On Time [-5, 5] min.
2019-12-10;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;2 °C;Partly cloudy.;13 km/h;270;N/A;22:25:00;21:54:00;Early (-inf, -15) min.
2019-12-10;WizzAir;WizzAir;SautendasSEN;VilniusVNO;2 °C;Mostly cloudy.;17 km/h;310;N/A;22:40:00;22:27:00;Early [-15,-5) min.
2019-12-10;Ryanair;Ryanair;MilanasMXP;KaunasKUN;0 °C;Passing clouds.;7 km/h;310;N/A;23:05:00;23:17:00;Delay (5, 15] min.
2019-12-10;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;1 °C;Low clouds.;11 km/h;310;N/A;23:15:00;23:11:00;On Time [-5, 5] min.
2019-12-10;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;1 °C;Low clouds.;11 km/h;310;N/A;23:30:00;23:27:00;On Time [-5, 5] min.
2019-12-10;Ryanair;Ryanair;ParyþiusBVA;VilniusVNO;1 °C;Low clouds.;11 km/h;310;N/A;23:40:00;23:22:00;Early (-inf, -15) min.
2019-12-10;LOTPolishAirlines;LOT-PolishAirlines;LondonasLCY;VilniusVNO;1 °C;Low clouds.;11 km/h;310;N/A;23:40:00;23:31:00;Early [-15,-5) min.
2019-12-10;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;1 °C;Low clouds.;17 km/h;310;8 km;23:45:00;00:01:00;Delay (15,30] min.
2019-12-10;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;1 °C;Low clouds.;17 km/h;310;8 km;23:45:00;23:45:00;On Time [-5, 5] min.
2019-12-11;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;0 °C;Low clouds.;15 km/h;330;9 km;00:05:00;00:03:00;On Time [-5, 5] min.
2019-12-11;AirBaltic;AirBaltic;Ryga;PalangaPLQ;3 °C;Clear.;6 km/h;210;20 km;00:10:00;00:04:00;Early [-15,-5) min.
2019-12-11;AirBaltic;AirBaltic;Ryga;PalangaPLQ;3 °C;Clear.;6 km/h;210;20 km;00:10:00;23:59:00;Early [-15,-5) min.
2019-12-11;LOTPolishAirlines;LOTPolishAirlines;VarðuvaWAW;KaunasKUN;-2 °C;Chilly.;7 km/h;290;N/A;00:45:00;00:42:00;On Time [-5, 5] min.
2019-12-11;SAS;SAS;Kopenhaga;PalangaPLQ;3 °C;Clear.;6 km/h;210;20 km;00:55:00;00:47:00;Early [-15,-5) min.
2019-12-11;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;0 °C;Low clouds.;13 km/h;320;9 km;01:05:00;01:31:00;Delay (15,30] min.
2019-12-11;WizzAir;WizzAir;EilatasETM;VilniusVNO;0 °C;Low clouds.;13 km/h;320;9 km;01:40:00;01:19:00;Early (-inf, -15) min.
2019-12-11;WizzAir;WizzAir;BarselonaBCN;VilniusVNO;0 °C;Light snow. Ice fog.;11 km/h;310;5 km;02:30:00;02:37:00;Delay (5, 15] min.
2019-12-11;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;-2 °C;Light snow. Low clouds.;4 km/h;0;5 km;08:30:00;08:22:00;Early [-15,-5) min.
2019-12-11;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;-2 °C;Light snow. Low clouds.;4 km/h;280;5 km;09:20:00;09:10:00;Early [-15,-5) min.
2019-12-11;Finnair;Finnair;HelsinkisHEL;VilniusVNO;-2 °C;Light snow. Low clouds.;4 km/h;280;5 km;09:30:00;09:19:00;Early [-15,-5) min.
2019-12-11;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;-2 °C;Light snow. Low clouds.;4 km/h;0;4 km;10:05:00;09:37:00;Early (-inf, -15) min.
2019-12-11;AirBaltic;AirBaltic;TalinasTLL;VilniusVNO;-2 °C;Light snow. Low clouds.;4 km/h;0;6 km;10:15:00;10:17:00;On Time [-5, 5] min.
2019-12-11;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;-2 °C;Light snow. Overcast.;2 km/h;180;N/A;10:35:00;10:39:00;On Time [-5, 5] min.
2019-12-11;Ryanair;Ryanair;OslasOSL;VilniusVNO;-1 °C;Overcast.;4 km/h;0;N/A;11:05:00;11:06:00;On Time [-5, 5] min.
2019-12-11;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;-1 °C;Overcast.;4 km/h;0;N/A;11:05:00;11:04:00;On Time [-5, 5] min.
2019-12-11;Ryanair;Ryanair;CharkovasHRK;VilniusVNO;-1 °C;Overcast.;4 km/h;0;N/A;11:15:00;10:49:00;Early (-inf, -15) min.
2019-12-11;TurkishAirlines;TurkishAirlines;StambulasIST;VilniusVNO;-1 °C;Overcast.;4 km/h;0;N/A;11:25:00;11:01:00;Early (-inf, -15) min.
2019-12-11;Ryanair;Ryanair;Londonas(Stanstedas)STN;KaunasKUN;-2 °C;Scattered clouds.;9 km/h;160;N/A;12:30:00;12:30:00;On Time [-5, 5] min.
2019-12-11;WizzAir;WizzAir;NicaNCE;VilniusVNO;-1 °C;More clouds than sun.;7 km/h;210;N/A;12:35:00;12:17:00;Early (-inf, -15) min.
2019-12-11;AustrianAirlines;AustrianAirlines;VienaVIE;VilniusVNO;-1 °C;Light snow. Low clouds.;7 km/h;190;N/A;12:45:00;12:49:00;On Time [-5, 5] min.
2019-12-11;Norwegian;Norwegian;Bergenas;PalangaPLQ;2 °C;Overcast.;7 km/h;160;20 km;13:00:00;12:40:00;Early (-inf, -15) min.
2019-12-11;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;-1 °C;Light snow. Low clouds.;7 km/h;190;N/A;13:00:00;12:51:00;Early [-15,-5) min.
2019-12-11;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;-1 °C;Light snow. Low clouds.;7 km/h;190;N/A;13:05:00;12:54:00;Early [-15,-5) min.
2019-12-11;Finnair;Finnair;HelsinkisHEL;VilniusVNO;-1 °C;Light snow. Low clouds.;13 km/h;190;N/A;13:10:00;13:11:00;On Time [-5, 5] min.
2019-12-11;WizzAir;WizzAir;ParyþiusBVA;VilniusVNO;-1 °C;Light snow. Low clouds.;13 km/h;190;N/A;13:15:00;13:22:00;Delay (5, 15] min.
2019-12-11;AirBaltic;AirBaltic;AmsterdamasAMS;VilniusVNO;-1 °C;Light snow. Low clouds.;17 km/h;180;N/A;13:35:00;13:47:00;Delay (5, 15] min.
2019-12-11;Ryanair;Ryanair;NiurnbergasNUE;KaunasKUN;-2 °C;Passing clouds.;6 km/h;150;N/A;13:40:00;13:29:00;Early [-15,-5) min.
2019-12-11;WizzAir;WizzAir;KutaisisKUT;VilniusVNO;-1 °C;Light snow. Low clouds.;17 km/h;180;N/A;13:55:00;13:35:00;Early (-inf, -15) min.
2019-12-11;Ryanair;Ryanair;KopenhagaCPH;KaunasKUN;-2 °C;Passing clouds.;11 km/h;160;N/A;14:20:00;14:12:00;Early [-15,-5) min.
2019-12-11;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;-1 °C;Partly sunny.;17 km/h;190;N/A;14:30:00;14:38:00;Delay (5, 15] min.
2019-12-11;LOTPolishAirlines;LOT-PolishAirlines;LondonasLCY;VilniusVNO;-1 °C;Partly sunny.;17 km/h;190;N/A;14:30:00;14:08:00;Early (-inf, -15) min.
2019-12-11;SAS;SAS;Kopenhaga;PalangaPLQ;2 °C;Overcast.;7 km/h;160;20 km;14:35:00;14:33:00;On Time [-5, 5] min.
2019-12-11;AirBaltic;AirBaltic;Ryga;PalangaPLQ;2 °C;Overcast.;7 km/h;160;20 km;14:45:00;14:39:00;Early [-15,-5) min.
2019-12-11;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;-2 °C;Partly sunny.;19 km/h;190;N/A;15:15:00;15:06:00;Early [-15,-5) min.
2019-12-11;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;-2 °C;Partly sunny.;19 km/h;190;N/A;15:25:00;14:57:00;Early (-inf, -15) min.
2019-12-11;Ryanair;Ryanair;BrëmenasBRE;VilniusVNO;-3 °C;Passing clouds.;11 km/h;190;N/A;16:00:00;15:41:00;Early (-inf, -15) min.
2019-12-11;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;-3 °C;Passing clouds.;11 km/h;190;N/A;16:15:00;16:15:00;On Time [-5, 5] min.
2019-12-11;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;-3 °C;Passing clouds.;11 km/h;190;N/A;16:15:00;16:07:00;Early [-15,-5) min.
2019-12-11;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;-3 °C;Passing clouds.;11 km/h;190;N/A;16:20:00;16:10:00;Early [-15,-5) min.
2019-12-11;Ryanair;Ryanair;TrevizasTSF;VilniusVNO;-2 °C;Mostly cloudy.;20 km/h;180;N/A;16:35:00;16:42:00;Delay (5, 15] min.
2019-12-11;Belavia;Belavia;MinskasMSQ;VilniusVNO;-2 °C;Low clouds.;15 km/h;180;N/A;17:10:00;17:22:00;Delay (5, 15] min.
2019-12-11;Ryanair;Ryanair;KelnasCGN;KaunasKUN;-4 °C;Clear.;7 km/h;160;16 km;17:15:00;17:01:00;Early [-15,-5) min.
2019-12-11;BrusselsAirlines;BrusselsAirlines;BriuselisBRU;VilniusVNO;-2 °C;Low clouds.;15 km/h;180;N/A;17:25:00;17:16:00;Early [-15,-5) min.
2019-12-11;GetJetAirlines;GetJetAirlines;ÐarmelÐeichasSSH;VilniusVNO;-2 °C;Low clouds.;15 km/h;180;N/A;17:40:00;17:00:00;Early (-inf, -15) min.
2019-12-11;Finnair;Finnair;HelsinkisHEL;VilniusVNO;-2 °C;Low clouds.;15 km/h;180;N/A;18:05:00;17:49:00;Early (-inf, -15) min.
2019-12-11;TravelServicePolska;TravelServicePolska;Taba;VilniusVNO;-2 °C;Low clouds.;15 km/h;180;N/A;18:15:00;17:55:00;Early (-inf, -15) min.
2019-12-12;HOLIDAYEUROPE;HOLIDAYEUROPE;ÐarmelÐeichasSSH;VilniusVNO;0 °C;Light rain. Ice fog.;26 km/h;150;4 km;11:35:00;10:58:00;Early (-inf, -15) min.
2019-12-12;SAS;SAS;Kopenhaga;PalangaPLQ;-2 °C;Passing clouds.;7 km/h;150;16 km;00:55:00;00:57:00;On Time [-5, 5] min.
2019-12-12;Belavia;Belavia;MinskasMSQ;VilniusVNO;0 °C;Mostly cloudy.;20 km/h;130;N/A;07:55:00;08:11:00;Delay (15,30] min.
2019-12-12;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;0 °C;Light rain. Overcast.;26 km/h;150;N/A;08:30:00;08:29:00;On Time [-5, 5] min.
2019-12-12;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;0 °C;Light snow. Overcast.;24 km/h;150;6 km;09:20:00;09:14:00;Early [-15,-5) min.
2019-12-12;Finnair;Finnair;HelsinkisHEL;VilniusVNO;0 °C;Light snow. Overcast.;24 km/h;150;6 km;09:30:00;09:31:00;On Time [-5, 5] min.
2019-12-12;Ryanair;Ryanair;FrankfurtasHHN;VilniusVNO;0 °C;Light snow. Overcast.;24 km/h;150;6 km;09:30:00;09:25:00;On Time [-5, 5] min.
2019-12-12;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;0 °C;Light rain. Low clouds.;22 km/h;140;N/A;10:05:00;09:49:00;Early (-inf, -15) min.
2019-12-12;Norwegian;Norwegian;Oslas;PalangaPLQ;0 °C;Low clouds.;9 km/h;140;17 km;10:10:00;10:24:00;Delay (5, 15] min.
2019-12-12;WizzAir;WizzAir;Londonas(Lutonas)LTN;KaunasKUN;1 °C;Overcast.;15 km/h;130;N/A;10:10:00;09:49:00;Early (-inf, -15) min.
2019-12-12;AirBaltic;AirBaltic;TalinasTLL;VilniusVNO;0 °C;Light rain. Low clouds.;24 km/h;150;N/A;10:15:00;10:18:00;On Time [-5, 5] min.
2019-12-12;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;0 °C;Light rain. Low clouds.;24 km/h;150;N/A;10:35:00;10:34:00;On Time [-5, 5] min.
2019-12-12;Ryanair;Ryanair;OslasOSL;VilniusVNO;0 °C;Low clouds.;22 km/h;150;N/A;11:05:00;10:54:00;Early [-15,-5) min.
2019-12-12;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;0 °C;Light rain. Ice fog.;26 km/h;150;4 km;11:05:00;11:02:00;On Time [-5, 5] min.
2019-12-12;Ryanair;Ryanair;LondonasLTN;VilniusVNO;0 °C;Light rain. Ice fog.;26 km/h;150;4 km;11:15:00;11:07:00;Early [-15,-5) min.
2019-12-12;Ryanair;Ryanair;BolonijaBLQ;KaunasKUN;1 °C;Light rain. Overcast.;15 km/h;140;N/A;12:10:00;12:11:00;On Time [-5, 5] min.
2019-12-12;NorvegianAirShuttle;NorvegianAirShuttle;StokholmasARN;VilniusVNO;0 °C;Light rain. Low clouds.;22 km/h;150;7 km;12:25:00;12:29:00;On Time [-5, 5] min.
2019-12-12;WizzAir;WizzAir;EindhovenasEIN;VilniusVNO;0 °C;Light rain. Low clouds.;22 km/h;150;7 km;12:30:00;12:20:00;Early [-15,-5) min.
2019-12-12;AustrianAirlines;AustrianAirlines;VienaVIE;VilniusVNO;0 °C;Light rain. Low clouds.;26 km/h;160;N/A;12:45:00;12:53:00;Delay (5, 15] min.
2019-12-12;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;0 °C;Light rain. Low clouds.;26 km/h;160;N/A;13:00:00;12:50:00;Early [-15,-5) min.
2019-12-12;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;1 °C;Partly sunny.;30 km/h;160;N/A;13:05:00;13:06:00;On Time [-5, 5] min.
2019-12-12;Finnair;Finnair;HelsinkisHEL;VilniusVNO;1 °C;Partly sunny.;30 km/h;160;N/A;13:10:00;13:11:00;On Time [-5, 5] min.
2019-12-12;AirBaltic;AirBaltic;AmsterdamasAMS;VilniusVNO;1 °C;Broken clouds.;26 km/h;170;N/A;13:35:00;13:47:00;Delay (5, 15] min.
2019-12-12;NorvegianAirShuttle;NorvegianAirShuttle;OslasOSL;VilniusVNO;1 °C;Broken clouds.;26 km/h;170;N/A;14:05:00;13:51:00;Early [-15,-5) min.
2019-12-12;Ryanair;Ryanair;DublinasDUB;VilniusVNO;1 °C;Partly sunny.;28 km/h;170;N/A;14:10:00;14:17:00;Delay (5, 15] min.
2019-12-12;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;1 °C;Partly sunny.;28 km/h;170;N/A;14:25:00;14:30:00;Delay (5, 15] min.
2019-12-12;LOTPolishAirlines;LOT-PolishAirlines;LondonasLCY;VilniusVNO;1 °C;Partly sunny.;28 km/h;170;N/A;14:30:00;14:24:00;Early [-15,-5) min.
2019-12-12;SAS;SAS;Kopenhaga;PalangaPLQ;1 °C;Overcast.;7 km/h;150;20 km;14:35:00;14:27:00;Early [-15,-5) min.
2019-12-12;AirBaltic;AirBaltic;Ryga;PalangaPLQ;1 °C;Overcast.;7 km/h;150;20 km;14:45:00;15:12:00;Delay (15,30] min.
2019-12-12;Ryanair;Ryanair;KopenhagaCPH;KaunasKUN;1 °C;Partly sunny.;19 km/h;180;N/A;14:50:00;14:33:00;Early (-inf, -15) min.
2019-12-12;null;null;TenerifëTFS;VilniusVNO;1 °C;Partly sunny.;28 km/h;180;N/A;15:15:00;14:55:00;Early (-inf, -15) min.
2019-12-12;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;1 °C;Partly sunny.;28 km/h;180;N/A;15:15:00;15:02:00;Early [-15,-5) min.
2019-12-12;AirNostrum;AirNostrum;Valensija;KaunasKUN;1 °C;Partly sunny.;15 km/h;160;N/A;15:15:00;15:45:00;Delay (15,30] min.
2019-12-12;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;1 °C;Partly sunny.;28 km/h;180;N/A;15:25:00;15:08:00;Early (-inf, -15) min.
2019-12-12;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;1 °C;Mostly cloudy.;22 km/h;170;N/A;16:15:00;16:09:00;Early [-15,-5) min.
2019-12-12;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;1 °C;Mostly cloudy.;22 km/h;170;N/A;16:15:00;16:13:00;On Time [-5, 5] min.
2019-12-12;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;1 °C;Mostly cloudy.;22 km/h;170;N/A;16:20:00;16:24:00;On Time [-5, 5] min.
2019-12-12;BrusselsAirlines;BrusselsAirlines;BriuselisBRU;VilniusVNO;2 °C;Mostly cloudy.;24 km/h;170;N/A;16:45:00;16:43:00;On Time [-5, 5] min.
2019-12-12;Ryanair;Ryanair;BerlynasSXF;VilniusVNO;2 °C;Mostly cloudy.;24 km/h;170;N/A;17:00:00;16:41:00;Early (-inf, -15) min.
2019-12-12;TurkishAirlines;TurkishAirlines;StambulasIST;VilniusVNO;2 °C;Passing clouds.;24 km/h;170;N/A;17:50:00;17:32:00;Early (-inf, -15) min.
2019-12-12;GetJetAirlines;GetJetAirlines;HurgadaHRG;VilniusVNO;2 °C;Passing clouds.;24 km/h;170;N/A;18:00:00;17:27:00;Early (-inf, -15) min.
2019-12-12;Finnair;Finnair;HelsinkisHEL;VilniusVNO;2 °C;Low clouds.;22 km/h;170;9 km;18:05:00;18:05:00;On Time [-5, 5] min.
2019-12-12;GetJetAirlines;GetJetAirlines;HurgadaHRG;VilniusVNO;2 °C;Low clouds.;22 km/h;170;9 km;18:15:00;17:38:00;Early (-inf, -15) min.
2019-12-12;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;2 °C;Low clouds.;22 km/h;170;9 km;18:20:00;18:12:00;Early [-15,-5) min.
2019-12-12;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;2 °C;Low clouds.;22 km/h;170;9 km;18:25:00;18:16:00;Early [-15,-5) min.
2019-12-12;Ryanair;Ryanair;SautendasSEN;VilniusVNO;2 °C;Low clouds.;22 km/h;170;9 km;18:40:00;18:27:00;Early [-15,-5) min.
2019-12-12;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;3 °C;Passing clouds.;20 km/h;170;9 km;19:10:00;19:06:00;On Time [-5, 5] min.
2019-12-12;WizzAir;WizzAir;Londonas/Lutonas;PalangaPLQ;1 °C;Light snow. Overcast.;7 km/h;160;7 km;20:05:00;21:12:00;Delay (30, inf) min.
2019-12-12;Ryanair;Ryanair;RomaCIA;VilniusVNO;3 °C;Low clouds.;24 km/h;170;9 km;20:20:00;19:46:00;Early (-inf, -15) min.
2019-12-12;Ryanair;Ryanair;BriuselisCRL;VilniusVNO;3 °C;Low clouds.;24 km/h;170;9 km;20:45:00;20:32:00;Early [-15,-5) min.
2019-12-12;Ryanair;Ryanair;ÐanonasSNN;KaunasKUN;2 °C;Overcast.;20 km/h;170;9 km;20:50:00;20:36:00;Early [-15,-5) min.
