DATE;COMPANY;COMPANY;TO;FROM;TEMPERATURE;SKY INFORMATION;WIND SPEED;WIND ANGLE;VISIBILITY;SCHEDULED TIME;LANDED TIME;CLASS
2019-12-12;AirBaltic;AirBaltic;TalinasTLL;VilniusVNO;4 °C;Low clouds.;26 km/h;180;N/A;20:55:00;21:09:00;Delay (5, 15] min.
2019-12-12;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;4 °C;Low clouds.;26 km/h;180;N/A;20:55:00;20:51:00;On Time [-5, 5] min.
2019-12-12;AirBaltic;AirBaltic;ParyþiusCDG;VilniusVNO;4 °C;Low clouds.;26 km/h;180;N/A;21:05:00;21:01:00;On Time [-5, 5] min.
2019-12-12;Ryanair;Ryanair;LiverpulisLPL;VilniusVNO;4 °C;Low clouds.;26 km/h;180;N/A;21:10:00;20:55:00;Early [-15,-5) min.
2019-12-12;Ryanair;Ryanair;Londonas(Lutonas)LTN;KaunasKUN;3 °C;Overcast.;19 km/h;170;9 km;21:20:00;21:18:00;On Time [-5, 5] min.
2019-12-13;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;1 °C;Passing clouds.;22 km/h;140;N/A;08:30:00;08:32:00;On Time [-5, 5] min.
2019-12-13;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;1 °C;Mostly cloudy.;26 km/h;150;N/A;09:20:00;09:07:00;Early [-15,-5) min.
2019-12-13;Finnair;Finnair;HelsinkisHEL;VilniusVNO;1 °C;Mostly cloudy.;26 km/h;150;N/A;09:30:00;09:28:00;On Time [-5, 5] min.
2019-12-13;CorendonEurope;CorendonEurope;HurgadaHRG;VilniusVNO;1 °C;Mostly cloudy.;26 km/h;150;N/A;09:35:00;08:57:00;Early (-inf, -15) min.
2019-12-13;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;2 °C;Mostly cloudy.;24 km/h;150;N/A;10:05:00;09:48:00;Early (-inf, -15) min.
2019-12-13;WizzAir;WizzAir;Londonas(Lutonas)LTN;KaunasKUN;3 °C;Overcast.;17 km/h;130;N/A;10:10:00;09:58:00;Early [-15,-5) min.
2019-12-13;AirBaltic;AirBaltic;TalinasTLL;VilniusVNO;2 °C;Light rain. Overcast.;22 km/h;140;N/A;10:15:00;10:14:00;On Time [-5, 5] min.
2019-12-13;Ryanair;Ryanair;Londonas(Stanstedas)STN;KaunasKUN;3 °C;Overcast.;19 km/h;130;N/A;10:45:00;10:39:00;Early [-15,-5) min.
2019-12-13;Ryanair;Ryanair;OslasOSL;VilniusVNO;1 °C;Light rain. Low clouds.;22 km/h;150;N/A;11:05:00;10:56:00;Early [-15,-5) min.
2019-12-13;TurkishAirlines;TurkishAirlines;StambulasIST;VilniusVNO;1 °C;Light rain. Low clouds.;22 km/h;150;N/A;11:25:00;11:07:00;Early (-inf, -15) min.
2019-12-13;Ryanair;Ryanair;LondonasLTN;VilniusVNO;1 °C;Low clouds.;22 km/h;150;N/A;11:50:00;11:43:00;Early [-15,-5) min.
2019-12-13;Ryanair;Ryanair;MilanasBergamo;VilniusVNO;1 °C;Low clouds.;28 km/h;150;N/A;12:25:00;12:39:00;Delay (5, 15] min.
2019-12-13;WizzAir;WizzAir;EindhovenasEIN;KaunasKUN;3 °C;Overcast.;24 km/h;140;N/A;12:35:00;12:35:00;On Time [-5, 5] min.
2019-12-13;AustrianAirlines;AustrianAirlines;VienaVIE;VilniusVNO;1 °C;Low clouds.;22 km/h;150;N/A;12:45:00;13:50:00;Delay (30, inf) min.
2019-12-13;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;1 °C;Low clouds.;22 km/h;150;N/A;13:00:00;12:42:00;Early (-inf, -15) min.
2019-12-13;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;1 °C;Low clouds.;28 km/h;150;N/A;13:05:00;13:14:00;Delay (5, 15] min.
2019-12-13;Finnair;Finnair;HelsinkisHEL;VilniusVNO;1 °C;Low clouds.;28 km/h;150;N/A;13:10:00;13:10:00;On Time [-5, 5] min.
2019-12-13;AirBaltic;AirBaltic;AmsterdamasAMS;VilniusVNO;1 °C;Low clouds.;19 km/h;140;8 km;13:35:00;13:46:00;Delay (5, 15] min.
2019-12-13;WizzAir;WizzAir;LarnakaLCA;VilniusVNO;1 °C;Low clouds.;19 km/h;140;8 km;14:10:00;13:51:00;Early (-inf, -15) min.
2019-12-13;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;0 °C;Ice fog.;30 km/h;150;5 km;14:15:00;14:47:00;Delay (30, inf) min.
2019-12-13;LOTPolishAirlines;LOT-PolishAirlines;LondonasLCY;VilniusVNO;0 °C;Ice fog.;30 km/h;150;5 km;14:30:00;14:08:00;Early (-inf, -15) min.
2019-12-13;WizzAir;WizzAir;BergenasBGO;KaunasKUN;2 °C;Overcast.;24 km/h;130;N/A;14:30:00;14:17:00;Early [-15,-5) min.
2019-12-13;SAS;SAS;Kopenhaga;PalangaPLQ;3 °C;Overcast.;13 km/h;130;16 km;14:35:00;14:35:00;On Time [-5, 5] min.
2019-12-13;AirBaltic;AirBaltic;Ryga;PalangaPLQ;3 °C;Overcast.;13 km/h;130;16 km;14:45:00;14:42:00;On Time [-5, 5] min.
2019-12-13;Ryanair;Ryanair;KopenhagaCPH;KaunasKUN;2 °C;Overcast.;20 km/h;130;N/A;14:50:00;14:44:00;Early [-15,-5) min.
2019-12-13;Ryanair;Ryanair;BristolisBRS;KaunasKUN;2 °C;Overcast.;20 km/h;130;N/A;15:05:00;14:52:00;Early [-15,-5) min.
2019-12-13;Ryanair;Ryanair;KijevasKBP;VilniusVNO;1 °C;Low clouds.;30 km/h;150;7 km;15:15:00;14:42:00;Early (-inf, -15) min.
2019-12-13;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;1 °C;Low clouds.;30 km/h;150;7 km;15:15:00;15:17:00;On Time [-5, 5] min.
2019-12-13;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;1 °C;Low clouds.;30 km/h;150;7 km;15:25:00;15:06:00;Early (-inf, -15) min.
2019-12-13;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;1 °C;Drizzle. Fog.;20 km/h;140;5 km;16:15:00;16:00:00;Early [-15,-5) min.
2019-12-13;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;1 °C;Drizzle. Fog.;20 km/h;140;5 km;16:15:00;16:03:00;Early [-15,-5) min.
2019-12-13;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;1 °C;Drizzle. Fog.;20 km/h;140;5 km;16:20:00;16:20:00;On Time [-5, 5] min.
2019-12-13;BrusselsAirlines;BrusselsAirlines;BriuselisBRU;VilniusVNO;1 °C;Overcast.;24 km/h;140;N/A;17:25:00;17:19:00;Early [-15,-5) min.
2019-12-13;WizzAir;WizzAir;DortmundasDTM;VilniusVNO;1 °C;Overcast.;24 km/h;140;N/A;17:30:00;17:26:00;On Time [-5, 5] min.
2019-12-13;TurkishAirlines;TurkishAirlines;StambulasIST;VilniusVNO;0 °C;Low clouds.;24 km/h;150;N/A;17:50:00;17:23:00;Early (-inf, -15) min.
2019-12-13;Finnair;Finnair;HelsinkisHEL;VilniusVNO;0 °C;Light rain. Low clouds.;24 km/h;150;N/A;18:05:00;18:12:00;Delay (5, 15] min.
2019-12-13;WizzAir;WizzAir;LvovasLWO;VilniusVNO;0 °C;Light rain. Low clouds.;24 km/h;150;N/A;18:05:00;17:41:00;Early (-inf, -15) min.
2019-12-13;AirBaltic;AirBaltic;BerlynasTXL;VilniusVNO;0 °C;Light rain. Low clouds.;24 km/h;150;N/A;18:10:00;18:06:00;On Time [-5, 5] min.
2019-12-13;GetJetAirlines;GetJetAirlines;ÐarmelÐeichasSSH;VilniusVNO;0 °C;Light rain. Low clouds.;24 km/h;150;N/A;18:15:00;17:51:00;Early (-inf, -15) min.
2019-12-13;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;0 °C;Light rain. Low clouds.;24 km/h;150;N/A;18:20:00;18:08:00;Early [-15,-5) min.
2019-12-13;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;0 °C;Light rain. Low clouds.;24 km/h;150;N/A;18:25:00;18:20:00;On Time [-5, 5] min.
2019-12-13;Belavia;Belavia;MinskasMSQ;VilniusVNO;1 °C;Light rain. Overcast.;28 km/h;150;N/A;19:10:00;19:02:00;Early [-15,-5) min.
2019-12-13;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;1 °C;Light rain. Overcast.;28 km/h;150;N/A;19:10:00;19:00:00;Early [-15,-5) min.
2019-12-13;NorvegianAirShuttle;NorvegianAirShuttle;StokholmasARN;VilniusVNO;1 °C;Light rain. Overcast.;28 km/h;150;N/A;19:15:00;20:11:00;Delay (30, inf) min.
2019-12-13;WizzAir;WizzAir;OslasTRF;VilniusVNO;1 °C;Light rain. Overcast.;28 km/h;150;N/A;19:25:00;19:06:00;Early (-inf, -15) min.
2019-12-13;WizzAir;WizzAir;OlesiundasAES;KaunasKUN;2 °C;Light rain. Overcast.;28 km/h;130;N/A;19:45:00;19:49:00;On Time [-5, 5] min.
2019-12-13;AirBaltic;AirBaltic;TalinasTLL;VilniusVNO;1 °C;Light rain. Overcast.;32 km/h;160;N/A;20:55:00;20:49:00;Early [-15,-5) min.
2019-12-13;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;1 °C;Light rain. Overcast.;32 km/h;160;N/A;20:55:00;20:57:00;On Time [-5, 5] min.
2019-12-13;GetJetAirlines;GetJetAirlines;TenerifëTFS;VilniusVNO;1 °C;Light rain. Overcast.;32 km/h;160;N/A;21:05:00;20:45:00;Early (-inf, -15) min.
2019-12-13;null;null;VienaVIE;VilniusVNO;1 °C;Light rain. Overcast.;32 km/h;160;N/A;21:15:00;21:12:00;On Time [-5, 5] min.
2019-12-13;Ryanair;Ryanair;Londonas(Lutonas)LTN;KaunasKUN;2 °C;Overcast.;26 km/h;140;N/A;22:05:00;21:45:00;Early (-inf, -15) min.
2019-12-13;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;1 °C;Light rain. Low clouds.;30 km/h;160;N/A;22:25:00;22:09:00;Early (-inf, -15) min.
2019-12-13;Ryanair;Ryanair;DublinasDUB;KaunasKUN;2 °C;Overcast.;28 km/h;140;N/A;22:30:00;22:15:00;Early (-inf, -15) min.
2019-12-13;Ryanair;Ryanair;AmanasAMM;VilniusVNO;1 °C;Light rain. Low clouds.;30 km/h;160;N/A;22:45:00;22:35:00;Early [-15,-5) min.
2019-12-13;ScandinavianAirlines;ScandinavianAirlines;StokholmasARN;VilniusVNO;1 °C;Low clouds.;33 km/h;160;N/A;23:15:00;23:03:00;Early [-15,-5) min.
2019-12-13;Ryanair;Ryanair;MaltaMLA;VilniusVNO;1 °C;Low clouds.;33 km/h;160;N/A;23:20:00;23:06:00;Early [-15,-5) min.
2019-12-13;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;1 °C;Low clouds.;33 km/h;150;N/A;23:30:00;23:46:00;Delay (15,30] min.
2019-12-13;AirBaltic;AirBaltic;MiunchenasMUC;VilniusVNO;1 °C;Low clouds.;33 km/h;150;N/A;23:35:00;23:29:00;Early [-15,-5) min.
2019-12-13;LOTPolishAirlines;LOT-PolishAirlines;LondonasLCY;VilniusVNO;1 °C;Low clouds.;33 km/h;150;N/A;23:40:00;23:24:00;Early (-inf, -15) min.
2019-12-13;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;1 °C;Low clouds.;33 km/h;150;N/A;23:45:00;23:58:00;Delay (5, 15] min.
2019-12-14;HOLIDAYEUROPE;HOLIDAYEUROPE;HurgadaHRG;VilniusVNO;0 °C;Low clouds.;30 km/h;170;8 km;08:40:00;08:36:00;On Time [-5, 5] min.
2019-12-14;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;1 °C;Low clouds.;33 km/h;150;N/A;00:05:00;00:15:00;Delay (5, 15] min.
2019-12-14;AirBaltic;AirBaltic;Ryga;PalangaPLQ;2 °C;Overcast.;11 km/h;140;20 km;00:10:00;00:15:00;Delay (5, 15] min.
2019-12-14;LOTPolishAirlines;LOTPolishAirlines;VarðuvaWAW;KaunasKUN;2 °C;Overcast.;26 km/h;140;N/A;00:45:00;00:18:00;Early (-inf, -15) min.
2019-12-14;SAS;SAS;Kopenhaga;PalangaPLQ;2 °C;Overcast.;11 km/h;140;20 km;00:55:00;00:55:00;On Time [-5, 5] min.
2019-12-14;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;1 °C;Low clouds.;26 km/h;160;N/A;01:05:00;00:51:00;Early [-15,-5) min.
2019-12-14;WizzAir;WizzAir;DonkasterisDSA;VilniusVNO;1 °C;Low clouds.;30 km/h;160;7 km;02:10:00;01:51:00;Early (-inf, -15) min.
2019-12-14;WizzAir;WizzAir;LondonasLTN;VilniusVNO;1 °C;Low clouds.;30 km/h;160;7 km;02:35:00;02:05:00;Early (-inf, -15) min.
2019-12-14;WizzAir;WizzAir;ReikjavikasKEF;VilniusVNO;1 °C;Light rain. Low clouds.;28 km/h;160;7 km;03:15:00;02:58:00;Early (-inf, -15) min.
2019-12-14;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;0 °C;Low clouds.;28 km/h;160;8 km;08:30:00;08:32:00;On Time [-5, 5] min.
2019-12-14;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;0 °C;Low clouds.;35 km/h;160;8 km;09:20:00;09:32:00;Delay (5, 15] min.
2019-12-14;Finnair;Finnair;HelsinkisHEL;VilniusVNO;0 °C;Low clouds.;35 km/h;160;8 km;09:30:00;09:33:00;On Time [-5, 5] min.
2019-12-14;Ryanair;Ryanair;FrankfurtasHHN;VilniusVNO;0 °C;Low clouds.;35 km/h;160;8 km;09:30:00;09:25:00;On Time [-5, 5] min.
2019-12-14;Norwegian;Norwegian;Bergenas;PalangaPLQ;4 °C;Overcast.;11 km/h;140;20 km;09:55:00;09:47:00;Early [-15,-5) min.
2019-12-14;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;0 °C;Low clouds.;30 km/h;160;9 km;10:05:00;10:31:00;Delay (15,30] min.
2019-12-14;WizzAir;WizzAir;Londonas(Lutonas)LTN;KaunasKUN;2 °C;Overcast.;26 km/h;140;N/A;10:10:00;10:04:00;Early [-15,-5) min.
2019-12-14;WizzAir;WizzAir;TurkuTKU;KaunasKUN;2 °C;Overcast.;24 km/h;150;N/A;10:55:00;10:50:00;On Time [-5, 5] min.
2019-12-14;Ryanair;Ryanair;OslasOSL;VilniusVNO;1 °C;Low clouds.;30 km/h;160;N/A;11:05:00;11:15:00;Delay (5, 15] min.
2019-12-14;Ryanair;Ryanair;LondonasLTN;VilniusVNO;1 °C;Low clouds.;30 km/h;160;N/A;11:20:00;13:53:00;Delay (30, inf) min.
2019-12-14;WizzAir;WizzAir;BilundasBLL;VilniusVNO;1 °C;Low clouds.;30 km/h;160;N/A;11:20:00;11:45:00;Delay (15,30] min.
2019-12-14;TurkishAirlines;TurkishAirlines;StambulasIST;VilniusVNO;1 °C;Low clouds.;30 km/h;160;N/A;11:25:00;11:19:00;Early [-15,-5) min.
2019-12-14;WizzAir;WizzAir;StavangerisSVG;KaunasKUN;2 °C;Overcast.;22 km/h;150;N/A;11:25:00;11:16:00;Early [-15,-5) min.
2019-12-14;WizzAir;WizzAir;EindhovenasEIN;VilniusVNO;1 °C;Low clouds.;28 km/h;160;N/A;12:15:00;12:03:00;Early [-15,-5) min.
2019-12-14;AustrianAirlines;AustrianAirlines;VienaVIE;VilniusVNO;1 °C;Low clouds.;28 km/h;160;N/A;12:45:00;12:48:00;On Time [-5, 5] min.
2019-12-14;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;1 °C;Low clouds.;28 km/h;160;N/A;13:00:00;13:34:00;Delay (30, inf) min.
2019-12-14;Finnair;Finnair;HelsinkisHEL;VilniusVNO;1 °C;Low clouds.;28 km/h;160;N/A;13:10:00;13:15:00;On Time [-5, 5] min.
2019-12-14;AirBaltic;AirBaltic;AmsterdamasAMS;VilniusVNO;1 °C;Low clouds.;30 km/h;160;N/A;13:35:00;13:42:00;Delay (5, 15] min.
2019-12-14;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;1 °C;Low clouds.;30 km/h;160;N/A;13:35:00;13:24:00;Early [-15,-5) min.
2019-12-14;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;1 °C;Low clouds.;26 km/h;160;N/A;14:15:00;14:33:00;Delay (15,30] min.
2019-12-14;Norwegian;Norwegian;Oslas;PalangaPLQ;4 °C;Light rain. Overcast.;7 km/h;140;14 km;14:20:00;16:58:00;Delay (30, inf) min.
2019-12-14;Ryanair;Ryanair;KopenhagaCPH;KaunasKUN;3 °C;Overcast.;22 km/h;150;N/A;14:20:00;13:58:00;Early (-inf, -15) min.
2019-12-14;LOTPolishAirlines;LOT-PolishAirlines;LondonasLCY;VilniusVNO;1 °C;Low clouds.;26 km/h;160;N/A;14:30:00;14:03:00;Early (-inf, -15) min.
2019-12-14;WizzAir;WizzAir;Londonas/Lutonas;PalangaPLQ;4 °C;Light rain. Overcast.;7 km/h;140;14 km;14:35:00;15:31:00;Delay (30, inf) min.
2019-12-14;AirBaltic;AirBaltic;Ryga;PalangaPLQ;4 °C;Light rain. Overcast.;7 km/h;140;14 km;14:45:00;14:40:00;On Time [-5, 5] min.
2019-12-14;WizzAir;WizzAir;TelAvivasTLV;VilniusVNO;1 °C;Low clouds.;32 km/h;160;N/A;15:10:00;14:51:00;Early (-inf, -15) min.
2019-12-14;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;1 °C;Low clouds.;32 km/h;160;N/A;15:25:00;15:07:00;Early (-inf, -15) min.
2019-12-14;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;1 °C;Low clouds.;33 km/h;160;N/A;15:40:00;15:43:00;On Time [-5, 5] min.
2019-12-14;WizzAir;WizzAir;KijevasIEV;VilniusVNO;1 °C;Low clouds.;33 km/h;160;N/A;15:50:00;15:38:00;Early [-15,-5) min.
2019-12-14;Ryanair;Ryanair;PafosPFO;KaunasKUN;3 °C;Overcast.;22 km/h;140;N/A;16:00:00;15:37:00;Early (-inf, -15) min.
2019-12-14;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;1 °C;Low clouds.;30 km/h;160;9 km;16:15:00;16:16:00;On Time [-5, 5] min.
2019-12-14;Ryanair;Ryanair;TelAvivasTLV;VilniusVNO;1 °C;Light rain. Low clouds.;32 km/h;150;7 km;16:55:00;16:40:00;Early (-inf, -15) min.
2019-12-14;Ryanair;Ryanair;BerlynasSXF;VilniusVNO;1 °C;Light rain. Low clouds.;32 km/h;150;7 km;17:00:00;16:53:00;Early [-15,-5) min.
2019-12-14;Belavia;Belavia;MinskasMSQ;VilniusVNO;1 °C;Light rain. Low clouds.;28 km/h;160;6 km;17:10:00;17:17:00;Delay (5, 15] min.
2019-12-14;WizzAir;WizzAir;Dortmundas;PalangaPLQ;4 °C;Light rain. Overcast.;7 km/h;140;14 km;17:15:00;17:33:00;Delay (15,30] min.
2019-12-14;null;null;MarsaAlamas;VilniusVNO;1 °C;Light rain. Low clouds.;28 km/h;160;6 km;17:30:00;16:50:00;Early (-inf, -15) min.
2019-12-14;GetJetAirlines;GetJetAirlines;HurgadaHRG;VilniusVNO;1 °C;Light rain. Low clouds.;28 km/h;160;6 km;17:45:00;17:22:00;Early (-inf, -15) min.
2019-12-14;WizzAir;WizzAir;MilanasMXP;VilniusVNO;1 °C;Low clouds.;28 km/h;160;8 km;17:55:00;17:51:00;On Time [-5, 5] min.
2019-12-14;GetJetAirlines;GetJetAirlines;HurgadaHRG;VilniusVNO;1 °C;Low clouds.;28 km/h;160;8 km;18:00:00;17:38:00;Early (-inf, -15) min.
2019-12-14;Ryanair;Ryanair;Londonas/Stanstedas;PalangaPLQ;4 °C;Light rain. Overcast.;7 km/h;140;14 km;18:05:00;17:48:00;Early (-inf, -15) min.
2019-12-14;Ryanair;Ryanair;AlikantëALC;KaunasKUN;1 °C;Light rain. Low clouds.;15 km/h;150;N/A;19:10:00;18:41:00;Early (-inf, -15) min.
2019-12-14;Ryanair;Ryanair;Londonas(Lutonas)LTN;KaunasKUN;1 °C;Light rain. Low clouds.;15 km/h;130;N/A;20:20:00;19:57:00;Early (-inf, -15) min.
2019-12-14;AirBaltic;AirBaltic;Ryga;PalangaPLQ;4 °C;Light rain. Overcast.;7 km/h;140;10 km;20:30:00;20:33:00;On Time [-5, 5] min.
2019-12-14;Ryanair;Ryanair;KelnasCGN;KaunasKUN;1 °C;Light rain. Low clouds.;15 km/h;130;N/A;20:40:00;20:17:00;Early (-inf, -15) min.
2019-12-14;Ryanair;Ryanair;EdinburgasEDI;KaunasKUN;2 °C;Low clouds.;15 km/h;150;N/A;22:00:00;21:39:00;Early (-inf, -15) min.
2019-12-15;HOLIDAYEUROPE;HOLIDAYEUROPE;ÐarmelÐeichasSSH;VilniusVNO;2 °C;Light rain. Low clouds.;19 km/h;230;N/A;08:35:00;08:12:00;Early (-inf, -15) min.
2019-12-15;Belavia;Belavia;MinskasMSQ;VilniusVNO;2 °C;Light rain. Low clouds.;19 km/h;230;N/A;07:55:00;08:16:00;Delay (15,30] min.
2019-12-15;NorvegianAirShuttle;NorvegianAirShuttle;OslasOSL;VilniusVNO;2 °C;Low clouds.;19 km/h;230;N/A;09:20:00;10:07:00;Delay (30, inf) min.
2019-12-15;Norwegian;Norwegian;Oslas;PalangaPLQ;5 °C;Sprinkles. Overcast.;15 km/h;260;13 km;09:25:00;09:16:00;Early [-15,-5) min.
2019-12-15;Finnair;Finnair;HelsinkisHEL;VilniusVNO;2 °C;Low clouds.;19 km/h;230;N/A;09:30:00;09:42:00;Delay (5, 15] min.
2019-12-15;NorvegianAirShuttle;NorvegianAirShuttle;StokholmasARN;VilniusVNO;2 °C;Low clouds.;22 km/h;230;N/A;09:40:00;09:39:00;On Time [-5, 5] min.
2019-12-15;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;3 °C;Low clouds.;22 km/h;230;N/A;10:05:00;10:18:00;Delay (5, 15] min.
2019-12-15;WizzAir;WizzAir;Londonas(Lutonas)LTN;KaunasKUN;3 °C;Drizzle. Mostly cloudy.;17 km/h;220;N/A;10:10:00;09:36:00;Early (-inf, -15) min.
2019-12-15;Ryanair;Ryanair;OslasOSL;VilniusVNO;3 °C;Low clouds.;22 km/h;230;N/A;11:05:00;11:05:00;On Time [-5, 5] min.
2019-12-15;Ryanair;Ryanair;CharkovasHRK;VilniusVNO;3 °C;Low clouds.;22 km/h;230;N/A;11:15:00;11:04:00;Early [-15,-5) min.
2019-12-15;Ryanair;Ryanair;LiverpulisLPL;VilniusVNO;3 °C;Low clouds.;22 km/h;230;N/A;11:30:00;11:10:00;Early (-inf, -15) min.
2019-12-15;Ryanair;Ryanair;DublinasDUB;KaunasKUN;4 °C;Mostly cloudy.;15 km/h;230;N/A;11:35:00;11:11:00;Early (-inf, -15) min.
2019-12-15;Ryanair;Ryanair;KopenhagaCPH;KaunasKUN;4 °C;Overcast.;19 km/h;230;N/A;11:40:00;11:37:00;On Time [-5, 5] min.
2019-12-15;Ryanair;Ryanair;LondonasLTN;VilniusVNO;3 °C;Low clouds.;17 km/h;240;N/A;11:45:00;11:12:00;Early (-inf, -15) min.
2019-12-15;BrusselsAirlines;BrusselsAirlines;BriuselisBRU;VilniusVNO;3 °C;Low clouds.;19 km/h;240;N/A;12:15:00;12:07:00;Early [-15,-5) min.
2019-12-15;WizzAir;WizzAir;NicaNCE;VilniusVNO;3 °C;Low clouds.;19 km/h;240;N/A;12:35:00;12:10:00;Early (-inf, -15) min.
2019-12-15;AustrianAirlines;AustrianAirlines;VienaVIE;VilniusVNO;3 °C;Low clouds.;19 km/h;240;N/A;12:45:00;12:38:00;Early [-15,-5) min.
2019-12-15;Ryanair;Ryanair;Londonas(Stanstedas)STN;KaunasKUN;4 °C;Overcast.;24 km/h;240;N/A;12:50:00;12:40:00;Early [-15,-5) min.
2019-12-15;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;3 °C;Low clouds.;19 km/h;230;N/A;13:00:00;12:44:00;Early (-inf, -15) min.
2019-12-15;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;3 °C;Low clouds.;20 km/h;240;N/A;13:05:00;13:07:00;On Time [-5, 5] min.
2019-12-15;Finnair;Finnair;HelsinkisHEL;VilniusVNO;3 °C;Low clouds.;20 km/h;240;N/A;13:10:00;12:50:00;Early (-inf, -15) min.
2019-12-15;AirBaltic;AirBaltic;RygaRIX;VilniusVNO;3 °C;Low clouds.;20 km/h;240;N/A;13:15:00;13:08:00;Early [-15,-5) min.
2019-12-15;WizzAir;WizzAir;BelfastasBFS;VilniusVNO;3 °C;Low clouds.;20 km/h;240;N/A;13:15:00;13:00:00;Early [-15,-5) min.
2019-12-15;AirBaltic;AirBaltic;AmsterdamasAMS;VilniusVNO;3 °C;Partly sunny.;22 km/h;230;N/A;13:35:00;14:39:00;Delay (30, inf) min.
2019-12-15;WizzAir;WizzAir;KutaisisKUT;VilniusVNO;3 °C;Partly sunny.;22 km/h;230;N/A;13:55:00;13:31:00;Early (-inf, -15) min.
2019-12-15;Lufthansa;Lufthansa;FrankfurtasFRA;VilniusVNO;3 °C;Overcast.;20 km/h;230;N/A;14:20:00;14:28:00;Delay (5, 15] min.
2019-12-15;Ryanair;Ryanair;BriuselisCRL;VilniusVNO;3 °C;Overcast.;20 km/h;230;N/A;14:25:00;14:09:00;Early (-inf, -15) min.
2019-12-15;SAS;SAS;Kopenhaga;PalangaPLQ;3 °C;Overcast.;7 km/h;160;20 km;14:40:00;14:33:00;Early [-15,-5) min.
2019-12-15;AirBaltic;AirBaltic;Ryga;PalangaPLQ;3 °C;Overcast.;7 km/h;160;20 km;14:45:00;14:44:00;On Time [-5, 5] min.
2019-12-15;Ryanair;Ryanair;KijevasKBP;VilniusVNO;3 °C;Overcast.;20 km/h;220;N/A;15:15:00;14:50:00;Early (-inf, -15) min.
2019-12-15;ScandinavianAirlines;ScandinavianAirlines;KopenhagaCPH;VilniusVNO;3 °C;Overcast.;20 km/h;220;N/A;15:15:00;15:03:00;Early [-15,-5) min.
2019-12-15;Aeroflot;Aeroflot;MaskvaSVO;VilniusVNO;3 °C;Overcast.;20 km/h;220;N/A;15:25:00;15:05:00;Early (-inf, -15) min.
2019-12-15;LOTPolishAirlines;LOT-PolishAirlines;VarðuvaWAW;VilniusVNO;3 °C;Overcast.;19 km/h;210;N/A;16:15:00;16:04:00;Early [-15,-5) min.
2019-12-15;UkraineInternationalAirlines;UkraineInternationalAirlines;KijevasKBP;VilniusVNO;3 °C;Overcast.;19 km/h;210;N/A;16:15:00;16:19:00;On Time [-5, 5] min.
2019-12-15;Ryanair;Ryanair;TrevizasTSF;VilniusVNO;2 °C;Passing clouds.;15 km/h;200;N/A;16:45:00;16:38:00;Early [-15,-5) min.
2019-12-15;GetJetAirlines;GetJetAirlines;ÐarmelÐeichasSSH;VilniusVNO;3 °C;Overcast.;17 km/h;200;N/A;17:40:00;18:08:00;Delay (15,30] min.
2019-12-15;WizzAir;WizzAir;OslasTRF;VilniusVNO;3 °C;Overcast.;17 km/h;200;N/A;17:40:00;17:22:00;Early (-inf, -15) min.
