DATE;COMPANY;COMPANY;TO;FROM;TEMPERATURE;SKY INFORMATION;WIND SPEED;WIND ANGLE;VISIBILITY;SCHEDULED TIME;DEPARTURE TIME;CLASS
2019-12-23;BrusselsAirlines;BrusselsAirlines;VilniusVNO;BriuselisBRU;5 °C;Fog.;7 km/h;70;0 km;18:10:00;18:10:00;On Time [-5, 5] min.
2019-12-23;WizzAir;WizzAir;VilniusVNO;ReikjavikasKEF;5 °C;Fog.;7 km/h;70;0 km;18:15:00;18:15:00;On Time [-5, 5] min.
2019-12-23;Finnair;Finnair;VilniusVNO;HelsinkisHEL;5 °C;Fog.;9 km/h;50;0 km;18:40:00;18:40:00;On Time [-5, 5] min.
2019-12-23;TurkishAirlines;TurkishAirlines;VilniusVNO;StambulasIST;5 °C;Fog.;9 km/h;50;0 km;18:45:00;18:45:00;On Time [-5, 5] min.
2019-12-23;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;5 °C;Fog.;9 km/h;50;0 km;19:00:00;19:00:00;On Time [-5, 5] min.
2019-12-23;WizzAir;WizzAir;VilniusVNO;LondonasLTN;5 °C;Fog.;9 km/h;50;0 km;19:00:00;19:00:00;On Time [-5, 5] min.
2019-12-23;Ryanair;Ryanair;VilniusVNO;MaltaMLA;5 °C;Fog.;7 km/h;80;2 km;19:20:00;19:20:00;On Time [-5, 5] min.
2019-12-23;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;5 °C;Fog.;7 km/h;80;2 km;19:35:00;20:03:00;Delay (15,30] min.
2019-12-23;NorvegianAirShuttle;NorvegianAirShuttle;VilniusVNO;StokholmasARN;5 °C;Fog.;7 km/h;100;3 km;19:55:00;19:55:00;On Time [-5, 5] min.
2019-12-23;Ryanair;Ryanair;KaunasKUN;BolonijaBLQ;6 °C;Fog.;6 km/h;60;2 km;19:55:00;20:26:00;Delay (30, inf) min.
2019-12-23;WizzAir;WizzAir;VilniusVNO;DonkasterisDSA;5 °C;Fog.;7 km/h;100;3 km;20:00:00;20:00:00;On Time [-5, 5] min.
2019-12-23;WizzAir;WizzAir;KaunasKUN;OlesiundasAES;6 °C;Fog.;7 km/h;60;1 km;20:35:00;20:43:00;Delay (5, 15] min.
2019-12-23;Ryanair;Ryanair;KaunasKUN;BristolisBRS;6 °C;Fog.;7 km/h;60;1 km;20:55:00;21:06:00;Delay (5, 15] min.
2019-12-23;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;6 °C;Overcast.;6 km/h;90;8 km;21:20:00;21:20:00;On Time [-5, 5] min.
2019-12-23;Ryanair;Ryanair;VilniusVNO;DublinasDUB;6 °C;Fog.;6 km/h;70;5 km;21:45:00;21:45:00;On Time [-5, 5] min.
2019-12-23;Ryanair;Ryanair;VilniusVNO;LondonasSTN;6 °C;Fog.;6 km/h;60;5 km;22:25:00;22:25:00;On Time [-5, 5] min.
2019-12-24;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;5 °C;Light rain. Low clouds.;9 km/h;40;8 km;05:05:00;05:05:00;On Time [-5, 5] min.
2019-12-24;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;5 °C;Light rain. Low clouds.;11 km/h;30;9 km;05:40:00;05:40:00;On Time [-5, 5] min.
2019-12-24;AirBaltic;AirBaltic;PalangaPLQ;Ryga;6 °C;Low clouds.;2 km/h;180;1 km;05:50:00;05:41:00;Early [-15,-5) min.
2019-12-24;Ryanair;Ryanair;VilniusVNO;TelAvivasTLV;5 °C;Light rain. Low clouds.;11 km/h;30;9 km;06:00:00;06:00:00;On Time [-5, 5] min.
2019-12-24;WizzAir;WizzAir;VilniusVNO;TelAvivasTLV;5 °C;Low clouds.;11 km/h;20;N/A;06:10:00;06:10:00;On Time [-5, 5] min.
2019-12-24;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;5 °C;Low clouds.;11 km/h;20;N/A;06:25:00;06:25:00;On Time [-5, 5] min.
2019-12-24;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;LondonasLCY;5 °C;Low clouds.;11 km/h;20;N/A;06:30:00;06:30:00;On Time [-5, 5] min.
2019-12-24;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;5 °C;Light rain. Low clouds.;11 km/h;20;7 km;06:45:00;06:45:00;On Time [-5, 5] min.
2019-12-24;WizzAir;WizzAir;VilniusVNO;EindhovenasEIN;5 °C;Light rain. Low clouds.;11 km/h;20;7 km;06:55:00;06:55:00;On Time [-5, 5] min.
2019-12-24;Ryanair;Ryanair;VilniusVNO;OslasOSL;5 °C;Light rain. Low clouds.;11 km/h;20;7 km;07:00:00;07:00:00;On Time [-5, 5] min.
2019-12-24;GetJetAirlines;GetJetAirlines;VilniusVNO;HurgadaHRG;5 °C;Light rain. Low clouds.;11 km/h;20;7 km;07:00:00;07:00:00;On Time [-5, 5] min.
2019-12-24;WizzAir;WizzAir;VilniusVNO;BilundasBLL;5 °C;Light rain. Low clouds.;11 km/h;20;7 km;07:05:00;07:05:00;On Time [-5, 5] min.
2019-12-24;AirBaltic;AirBaltic;VilniusVNO;AmsterdamasAMS;5 °C;Light rain. Low clouds.;13 km/h;20;7 km;07:55:00;07:55:00;On Time [-5, 5] min.
2019-12-24;Belavia;Belavia;VilniusVNO;MinskasMSQ;5 °C;Light rain. Fog.;11 km/h;20;4 km;08:25:00;08:25:00;On Time [-5, 5] min.
2019-12-24;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;5 °C;Light rain. Fog.;9 km/h;20;4 km;08:55:00;08:55:00;On Time [-5, 5] min.
2019-12-24;Ryanair;Ryanair;VilniusVNO;FrankfurtasHHN;5 °C;Light rain. Fog.;9 km/h;20;5 km;09:40:00;09:40:00;On Time [-5, 5] min.
2019-12-24;Finnair;Finnair;VilniusVNO;HelsinkisHEL;5 °C;Light rain. Fog.;9 km/h;20;5 km;10:00:00;10:00:00;On Time [-5, 5] min.
2019-12-24;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;5 °C;Light rain. Low clouds.;9 km/h;30;9 km;10:40:00;10:40:00;On Time [-5, 5] min.
2019-12-24;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;5 °C;Light rain. Low clouds.;9 km/h;30;9 km;10:55:00;10:55:00;On Time [-5, 5] min.
2019-12-24;WizzAir;WizzAir;KaunasKUN;Londonas(Lutonas)LTN;6 °C;Light rain. Fog.;6 km/h;320;4 km;11:05:00;11:12:00;Delay (5, 15] min.
2019-12-24;WizzAir;WizzAir;KaunasKUN;TurkuTKU;6 °C;Light rain. Fog.;6 km/h;320;4 km;11:25:00;11:26:00;On Time [-5, 5] min.
2019-12-24;Ryanair;Ryanair;KaunasKUN;ÐanonasSNN;6 °C;Light rain. Fog.;4 km/h;0;5 km;11:40:00;11:43:00;On Time [-5, 5] min.
2019-12-24;WizzAir;WizzAir;KaunasKUN;StavangerisSVG;6 °C;Light rain. Fog.;4 km/h;0;5 km;11:55:00;11:59:00;On Time [-5, 5] min.
2019-12-24;WizzAir;WizzAir;VilniusVNO;MilanasMXP;6 °C;Light rain. Low clouds.;9 km/h;20;9 km;12:05:00;12:05:00;On Time [-5, 5] min.
2019-12-24;Ryanair;Ryanair;VilniusVNO;ParyþiusBVA;6 °C;Light rain. Low clouds.;9 km/h;20;9 km;12:10:00;12:10:00;On Time [-5, 5] min.
2019-12-24;HOLIDAYEUROPE;HOLIDAYEUROPE;VilniusVNO;HurgadaHRG;6 °C;Light rain. Low clouds.;9 km/h;20;9 km;12:15:00;12:15:00;On Time [-5, 5] min.
2019-12-24;Ryanair;Ryanair;VilniusVNO;BarselonaBCN;6 °C;Light rain. Low clouds.;9 km/h;20;9 km;12:35:00;12:35:00;On Time [-5, 5] min.
2019-12-24;Ryanair;Ryanair;VilniusVNO;DublinasDUB;6 °C;Light rain. Low clouds.;9 km/h;20;9 km;12:35:00;12:35:00;On Time [-5, 5] min.
2019-12-24;WizzAir;WizzAir;VilniusVNO;KijevasIEV;6 °C;Light rain. Low clouds.;7 km/h;20;N/A;12:45:00;12:45:00;On Time [-5, 5] min.
2019-12-24;Ryanair;Ryanair;KaunasKUN;DublinasDUB;6 °C;Light rain. Fog.;4 km/h;0;5 km;12:50:00;12:55:00;On Time [-5, 5] min.
2019-12-24;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;6 °C;Light rain. Low clouds.;7 km/h;10;7 km;13:30:00;13:30:00;On Time [-5, 5] min.
2019-12-24;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;6 °C;Light rain. Low clouds.;7 km/h;10;7 km;13:40:00;13:40:00;On Time [-5, 5] min.
2019-12-24;AirBaltic;AirBaltic;VilniusVNO;ParyþiusCDG;6 °C;Light rain. Mostly cloudy.;7 km/h;0;8 km;14:50:00;14:50:00;On Time [-5, 5] min.
2019-12-24;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;6 °C;Light rain. Mostly cloudy.;7 km/h;0;8 km;15:00:00;15:00:00;On Time [-5, 5] min.
2019-12-24;AirBaltic;AirBaltic;PalangaPLQ;Ryga;6 °C;Overcast.;4 km/h;310;19 km;15:10:00;15:14:00;On Time [-5, 5] min.
2019-12-24;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;6 °C;Light rain. Mostly cloudy.;4 km/h;20;N/A;15:25:00;15:25:00;On Time [-5, 5] min.
2019-12-24;WizzAir;WizzAir;VilniusVNO;EilatasETM;6 °C;Light rain. Low clouds.;7 km/h;350;9 km;16:10:00;16:10:00;On Time [-5, 5] min.
2019-12-24;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;6 °C;Light rain. Low clouds.;7 km/h;350;9 km;16:20:00;16:20:00;On Time [-5, 5] min.
2019-12-24;WizzAir;WizzAir;VilniusVNO;SautendasSEN;6 °C;Light rain. Low clouds.;7 km/h;350;9 km;16:35:00;16:35:00;On Time [-5, 5] min.
2019-12-24;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;5 °C;Light rain. Fog.;6 km/h;340;5 km;16:45:00;16:45:00;On Time [-5, 5] min.
2019-12-24;UkraineInternationalAirlines;UkraineInternationalAirlines;VilniusVNO;KijevasKBP;5 °C;Light rain. Fog.;6 km/h;340;5 km;17:05:00;17:05:00;On Time [-5, 5] min.
2019-12-24;Ryanair;Ryanair;VilniusVNO;LondonasSTN;5 °C;Light rain. Low clouds.;6 km/h;340;6 km;17:20:00;17:20:00;On Time [-5, 5] min.
2019-12-24;Ryanair;Ryanair;VilniusVNO;BerlynasSXF;5 °C;Light rain. Low clouds.;6 km/h;340;6 km;17:25:00;17:25:00;On Time [-5, 5] min.
2019-12-24;Ryanair;Ryanair;PalangaPLQ;Londonas/Stanstedas;6 °C;Overcast.;4 km/h;310;19 km;17:40:00;17:44:00;On Time [-5, 5] min.
2019-12-24;WizzAir;WizzAir;PalangaPLQ;Dortmundas;6 °C;Overcast.;4 km/h;310;19 km;17:45:00;17:54:00;Delay (5, 15] min.
2019-12-24;Ryanair;Ryanair;VilniusVNO;SautendasSEN;5 °C;Light rain. Fog.;7 km/h;300;4 km;18:10:00;18:10:00;On Time [-5, 5] min.
2019-12-24;BrusselsAirlines;BrusselsAirlines;VilniusVNO;BriuselisBRU;5 °C;Light rain. Fog.;7 km/h;300;4 km;18:10:00;18:10:00;On Time [-5, 5] min.
2019-12-24;null;null;VilniusVNO;MarsaAlamas;5 °C;Light rain. Fog.;7 km/h;300;4 km;18:30:00;18:30:00;On Time [-5, 5] min.
2019-12-24;TurkishAirlines;TurkishAirlines;VilniusVNO;StambulasIST;5 °C;Light rain. Fog.;6 km/h;330;5 km;18:45:00;18:45:00;On Time [-5, 5] min.
2019-12-24;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;5 °C;Light rain. Fog.;6 km/h;330;5 km;19:00:00;19:00:00;On Time [-5, 5] min.
2019-12-24;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;5 °C;Light rain. Low clouds.;9 km/h;310;9 km;19:35:00;19:35:00;On Time [-5, 5] min.
2019-12-24;WizzAir;WizzAir;PalangaPLQ;Londonas/Lutonas;6 °C;Overcast.;6 km/h;320;20 km;20:40:00;21:03:00;Delay (15,30] min.
2019-12-24;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;5 °C;Light rain. Low clouds.;11 km/h;330;N/A;21:20:00;21:20:00;On Time [-5, 5] min.
2019-12-25;AirBaltic;AirBaltic;PalangaPLQ;Ryga;5 °C;Overcast.;2 km/h;20;20 km;05:50:00;05:41:00;Early [-15,-5) min.
2019-12-25;GetJetAirlines;GetJetAirlines;VilniusVNO;ÐarmelÐeichasSSH;4 °C;Low clouds.;11 km/h;330;N/A;07:05:00;07:05:00;On Time [-5, 5] min.
2019-12-25;UkraineInternationalAirlines;UkraineInternationalAirlines;VilniusVNO;KijevasKBP;4 °C;Low clouds.;11 km/h;330;N/A;07:15:00;07:15:00;On Time [-5, 5] min.
2019-12-25;AirBaltic;AirBaltic;VilniusVNO;AmsterdamasAMS;4 °C;Low clouds.;9 km/h;330;N/A;07:55:00;07:55:00;On Time [-5, 5] min.
2019-12-25;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;4 °C;Low clouds.;9 km/h;340;7 km;08:55:00;08:55:00;On Time [-5, 5] min.
2019-12-25;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;4 °C;Fog.;9 km/h;340;4 km;10:05:00;10:05:00;On Time [-5, 5] min.
2019-12-25;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;5 °C;Drizzle. Fog.;9 km/h;340;5 km;10:40:00;10:40:00;On Time [-5, 5] min.
2019-12-25;TurkishAirlines;TurkishAirlines;VilniusVNO;StambulasIST;5 °C;Drizzle. Low clouds.;13 km/h;340;N/A;12:20:00;12:20:00;On Time [-5, 5] min.
2019-12-25;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;5 °C;Light rain. Low clouds.;13 km/h;330;N/A;13:30:00;13:30:00;On Time [-5, 5] min.
2019-12-25;AustrianAirlines;AustrianAirlines;VilniusVNO;VienaVIE;5 °C;Light rain. Low clouds.;13 km/h;330;N/A;13:30:00;13:30:00;On Time [-5, 5] min.
2019-12-25;Finnair;Finnair;VilniusVNO;HelsinkisHEL;5 °C;Light rain. Partly sunny.;11 km/h;340;N/A;13:40:00;13:40:00;On Time [-5, 5] min.
2019-12-25;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;5 °C;Light rain. Partly sunny.;11 km/h;340;N/A;13:40:00;13:40:00;On Time [-5, 5] min.
2019-12-25;WizzAir;WizzAir;VilniusVNO;MilanasMXP;5 °C;Light rain. Partly sunny.;11 km/h;340;N/A;14:00:00;14:00:00;On Time [-5, 5] min.
2019-12-25;WizzAir;WizzAir;VilniusVNO;OslasTRF;5 °C;Light rain. Mostly cloudy.;13 km/h;350;N/A;15:05:00;15:05:00;On Time [-5, 5] min.
2019-12-25;AirBaltic;AirBaltic;PalangaPLQ;Ryga;4 °C;Passing clouds.;2 km/h;0;15 km;15:10:00;15:05:00;On Time [-5, 5] min.
2019-12-25;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;5 °C;Light rain. Mostly cloudy.;13 km/h;350;N/A;15:15:00;15:15:00;On Time [-5, 5] min.
2019-12-25;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;5 °C;Light rain. Mostly cloudy.;13 km/h;350;N/A;15:25:00;15:25:00;On Time [-5, 5] min.
2019-12-25;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;4 °C;Light rain. Mostly cloudy.;15 km/h;350;N/A;16:20:00;16:20:00;On Time [-5, 5] min.
2019-12-25;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;4 °C;Light rain. Mostly cloudy.;13 km/h;350;N/A;16:45:00;16:45:00;On Time [-5, 5] min.
2019-12-25;UkraineInternationalAirlines;UkraineInternationalAirlines;VilniusVNO;KijevasKBP;4 °C;Light rain. Mostly cloudy.;13 km/h;350;N/A;17:05:00;17:05:00;On Time [-5, 5] min.
2019-12-25;Belavia;Belavia;VilniusVNO;MinskasMSQ;4 °C;Light rain. Overcast.;15 km/h;350;N/A;17:40:00;17:40:00;On Time [-5, 5] min.
2019-12-25;AirBaltic;AirBaltic;VilniusVNO;MiunchenasMUC;4 °C;Light rain. Low clouds.;15 km/h;350;N/A;18:50:00;18:50:00;On Time [-5, 5] min.
2019-12-25;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;4 °C;Light rain. Low clouds.;15 km/h;350;N/A;19:00:00;19:00:00;On Time [-5, 5] min.
2019-12-25;TravelServicePolska;TravelServicePolska;VilniusVNO;Taba;4 °C;Light rain. Low clouds.;15 km/h;350;N/A;19:15:00;19:15:00;On Time [-5, 5] min.
2019-12-25;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;4 °C;Light rain. Low clouds.;15 km/h;350;N/A;19:35:00;19:35:00;On Time [-5, 5] min.
2019-12-25;NorvegianAirShuttle;NorvegianAirShuttle;VilniusVNO;StokholmasARN;4 °C;Light rain. Low clouds.;19 km/h;350;N/A;19:55:00;19:55:00;On Time [-5, 5] min.
2019-12-25;WizzAir;WizzAir;VilniusVNO;DonkasterisDSA;4 °C;Light rain. Low clouds.;19 km/h;350;N/A;20:00:00;20:00:00;On Time [-5, 5] min.
2019-12-25;WizzAir;WizzAir;VilniusVNO;LondonasLTN;4 °C;Light rain. Low clouds.;17 km/h;0;N/A;20:10:00;20:10:00;On Time [-5, 5] min.
2019-12-25;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;4 °C;Light rain. Overcast.;17 km/h;0;N/A;21:20:00;21:20:00;On Time [-5, 5] min.
2019-12-26;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;2 °C;Light rain. Low clouds.;19 km/h;350;N/A;05:05:00;05:05:00;On Time [-5, 5] min.
2019-12-26;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;2 °C;Light rain. Low clouds.;17 km/h;340;N/A;05:40:00;05:40:00;On Time [-5, 5] min.
2019-12-26;AirBaltic;AirBaltic;PalangaPLQ;Ryga;2 °C;Overcast.;2 km/h;90;11 km;05:50:00;05:41:00;Early [-15,-5) min.
2019-12-26;WizzAir;WizzAir;VilniusVNO;TelAvivasTLV;2 °C;Light rain. Low clouds.;19 km/h;350;N/A;06:10:00;06:10:00;On Time [-5, 5] min.
2019-12-26;WizzAir;WizzAir;VilniusVNO;BarselonaBCN;2 °C;Light rain. Low clouds.;19 km/h;350;N/A;06:15:00;06:15:00;On Time [-5, 5] min.
2019-12-26;LOTPolishAirlines;LOTPolishAirlines;KaunasKUN;VarðuvaWAW;2 °C;Overcast.;7 km/h;330;N/A;06:20:00;06:30:00;Delay (5, 15] min.
2019-12-26;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;2 °C;Light rain. Low clouds.;19 km/h;350;N/A;06:25:00;06:25:00;On Time [-5, 5] min.
2019-12-26;WizzAir;WizzAir;VilniusVNO;EindhovenasEIN;2 °C;Light rain. Low clouds.;15 km/h;330;N/A;06:55:00;06:55:00;On Time [-5, 5] min.
2019-12-26;GetJetAirlines;GetJetAirlines;VilniusVNO;HurgadaHRG;1 °C;Light rain. Low clouds.;19 km/h;330;N/A;07:15:00;07:15:00;On Time [-5, 5] min.
2019-12-26;GetJetAirlines;GetJetAirlines;VilniusVNO;HurgadaHRG;1 °C;Light rain. Low clouds.;19 km/h;330;N/A;07:30:00;07:30:00;On Time [-5, 5] min.
2019-12-26;AirBaltic;AirBaltic;VilniusVNO;AmsterdamasAMS;1 °C;Light rain. Low clouds.;19 km/h;330;8 km;07:55:00;07:55:00;On Time [-5, 5] min.
2019-12-26;Belavia;Belavia;VilniusVNO;MinskasMSQ;1 °C;Light rain. Fog.;17 km/h;340;4 km;08:25:00;08:25:00;On Time [-5, 5] min.
2019-12-26;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;0 °C;Light rain. Low clouds.;15 km/h;340;4 km;08:55:00;08:55:00;On Time [-5, 5] min.
2019-12-26;Ryanair;Ryanair;VilniusVNO;DublinasDUB;0 °C;Light rain. Ice fog.;15 km/h;330;8 km;09:20:00;09:20:00;On Time [-5, 5] min.
2019-12-26;Ryanair;Ryanair;KaunasKUN;BolonijaBLQ;3 °C;Mostly cloudy.;7 km/h;330;N/A;09:35:00;09:34:00;On Time [-5, 5] min.
2019-12-26;Ryanair;Ryanair;VilniusVNO;OslasOSL;0 °C;Light rain. Ice fog.;13 km/h;330;3 km;09:55:00;09:55:00;On Time [-5, 5] min.
2019-12-26;Finnair;Finnair;VilniusVNO;HelsinkisHEL;0 °C;Light rain. Ice fog.;13 km/h;330;3 km;10:00:00;10:00:00;On Time [-5, 5] min.
2019-12-26;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;0 °C;Light rain. Ice fog.;13 km/h;330;3 km;10:05:00;10:05:00;On Time [-5, 5] min.
2019-12-26;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;0 °C;Light rain. Ice fog.;13 km/h;340;2 km;10:40:00;11:11:00;Delay (30, inf) min.
2019-12-26;WizzAir;WizzAir;KaunasKUN;Londonas(Lutonas)LTN;3 °C;Mostly cloudy.;7 km/h;310;N/A;10:45:00;11:42:00;Delay (30, inf) min.
2019-12-26;Norwegian;Norwegian;PalangaPLQ;Oslas;3 °C;Overcast.;2 km/h;160;20 km;10:50:00;11:16:00;Delay (15,30] min.
2019-12-26;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;0 °C;Light rain. Ice fog.;13 km/h;340;2 km;10:55:00;10:55:00;On Time [-5, 5] min.
2019-12-26;WizzAir;WizzAir;KaunasKUN;StavangerisSVG;3 °C;Low clouds.;11 km/h;320;N/A;11:55:00;12:01:00;Delay (5, 15] min.
2019-12-26;KlasJet;KlasJet;KaunasKUN;MiunchenasMUC;3 °C;Low clouds.;11 km/h;320;N/A;12:00:00;11:58:00;On Time [-5, 5] min.
2019-12-26;HOLIDAYEUROPE;HOLIDAYEUROPE;VilniusVNO;ÐarmelÐeichasSSH;1 °C;Light rain. Low clouds.;17 km/h;340;N/A;12:35:00;12:35:00;On Time [-5, 5] min.
2019-12-26;NorvegianAirShuttle;NorvegianAirShuttle;VilniusVNO;StokholmasARN;1 °C;Light rain. Low clouds.;17 km/h;340;N/A;13:05:00;13:05:00;On Time [-5, 5] min.
2019-12-26;Ryanair;Ryanair;KaunasKUN;EilatasETM;3 °C;Low clouds.;6 km/h;300;N/A;13:15:00;13:19:00;On Time [-5, 5] min.
2019-12-26;WizzAir;WizzAir;VilniusVNO;MilanasMXP;2 °C;Light rain. Low clouds.;19 km/h;340;N/A;13:15:00;13:15:00;On Time [-5, 5] min.
2019-12-26;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;2 °C;Light rain. Low clouds.;19 km/h;340;N/A;13:30:00;13:54:00;Delay (15,30] min.
2019-12-26;AustrianAirlines;AustrianAirlines;VilniusVNO;VienaVIE;2 °C;Light rain. Low clouds.;19 km/h;340;N/A;13:30:00;13:30:00;On Time [-5, 5] min.
2019-12-26;Finnair;Finnair;VilniusVNO;HelsinkisHEL;2 °C;Light rain. Low clouds.;19 km/h;340;N/A;13:40:00;13:40:00;On Time [-5, 5] min.
2019-12-26;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;2 °C;Light rain. Low clouds.;19 km/h;340;N/A;13:40:00;13:40:00;On Time [-5, 5] min.
2019-12-26;Ryanair;Ryanair;VilniusVNO;MilanasBergamo;2 °C;Light rain. Low clouds.;19 km/h;340;N/A;14:05:00;14:05:00;On Time [-5, 5] min.
2019-12-26;Ryanair;Ryanair;VilniusVNO;LondonasSTN;2 °C;Light rain. Low clouds.;19 km/h;340;N/A;14:15:00;14:15:00;On Time [-5, 5] min.
2019-12-26;NorvegianAirShuttle;NorvegianAirShuttle;VilniusVNO;OslasOSL;2 °C;Light rain. Low clouds.;17 km/h;340;N/A;14:45:00;14:45:00;On Time [-5, 5] min.
2019-12-26;AirBaltic;AirBaltic;VilniusVNO;ParyþiusCDG;2 °C;Light rain. Low clouds.;17 km/h;340;N/A;14:50:00;14:50:00;On Time [-5, 5] min.
2019-12-26;AirBaltic;AirBaltic;PalangaPLQ;Ryga;4 °C;Fog.;2 km/h;70;5 km;15:10:00;15:15:00;Delay (5, 15] min.
2019-12-26;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;2 °C;Light rain. Low clouds.;17 km/h;330;N/A;15:10:00;15:10:00;On Time [-5, 5] min.
2019-12-26;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;2 °C;Light rain. Low clouds.;17 km/h;330;N/A;15:25:00;15:25:00;On Time [-5, 5] min.
2019-12-26;Ryanair;Ryanair;VilniusVNO;ParyþiusBVA;2 °C;Light rain. Low clouds.;17 km/h;330;N/A;15:30:00;15:30:00;On Time [-5, 5] min.
2019-12-26;SAS;SAS;PalangaPLQ;Kopenhaga;4 °C;Fog.;2 km/h;70;5 km;15:35:00;15:28:00;Early [-15,-5) min.
2019-12-26;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;1 °C;Light rain. Low clouds.;17 km/h;330;N/A;15:50:00;15:50:00;On Time [-5, 5] min.
2019-12-26;Ryanair;Ryanair;KaunasKUN;KopenhagaCPH;4 °C;More clouds than sun.;7 km/h;310;N/A;15:55:00;15:56:00;On Time [-5, 5] min.
2019-12-26;WizzAir;WizzAir;VilniusVNO;OslasTRF;1 °C;Light rain. Low clouds.;17 km/h;330;N/A;16:10:00;16:44:00;Delay (30, inf) min.
2019-12-26;null;null;VilniusVNO;TenerifëTFS;1 °C;Light rain. Low clouds.;17 km/h;330;N/A;16:15:00;16:15:00;On Time [-5, 5] min.
2019-12-26;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;1 °C;Light rain. Low clouds.;17 km/h;330;N/A;16:20:00;17:22:00;Delay (30, inf) min.
2019-12-26;Ryanair;Ryanair;VilniusVNO;LondonasLTN;1 °C;Light rain. Low clouds.;17 km/h;330;N/A;16:25:00;16:25:00;On Time [-5, 5] min.
2019-12-26;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;1 °C;Light rain. Low clouds.;17 km/h;340;N/A;16:45:00;16:45:00;On Time [-5, 5] min.
2019-12-26;UkraineInternationalAirlines;UkraineInternationalAirlines;VilniusVNO;KijevasKBP;1 °C;Light rain. Low clouds.;17 km/h;340;N/A;17:05:00;17:05:00;On Time [-5, 5] min.
2019-12-26;Ryanair;Ryanair;VilniusVNO;LondonasSTN;1 °C;Light rain. Passing clouds.;19 km/h;340;N/A;17:20:00;17:20:00;On Time [-5, 5] min.
2019-12-26;Ryanair;Ryanair;VilniusVNO;BerlynasSXF;1 °C;Light rain. Passing clouds.;19 km/h;340;N/A;17:25:00;17:25:00;On Time [-5, 5] min.
2019-12-26;BrusselsAirlines;BrusselsAirlines;VilniusVNO;BriuselisBRU;1 °C;Light rain. Passing clouds.;19 km/h;340;N/A;17:30:00;18:11:00;Delay (30, inf) min.
2019-12-26;Ryanair;Ryanair;KaunasKUN;NiurnbergasNUE;4 °C;More clouds than sun.;7 km/h;310;N/A;17:55:00;17:54:00;On Time [-5, 5] min.
2019-12-26;WizzAir;WizzAir;VilniusVNO;SautendasSEN;1 °C;Light rain. Low clouds.;15 km/h;330;N/A;18:20:00;18:20:00;On Time [-5, 5] min.
2019-12-26;Finnair;Finnair;VilniusVNO;HelsinkisHEL;1 °C;Light rain. Low clouds.;15 km/h;330;N/A;18:40:00;18:40:00;On Time [-5, 5] min.
