DATE;COMPANY;COMPANY;TO;FROM;TEMPERATURE;SKY INFORMATION;WIND SPEED;WIND ANGLE;VISIBILITY;SCHEDULED TIME;DEPARTURE TIME;CLASS
2019-11-26;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;StokholmasARN;-2 °C;Light freezing rain. Ice fog.;19 km/h;170;3 km;11:40:00;11:40:00;On Time [-5, 5] min.
2019-11-26;WizzAir;WizzAir;VilniusVNO;MilanasMXP;-2 °C;Light freezing rain. Ice fog.;19 km/h;170;3 km;12:05:00;12:05:00;On Time [-5, 5] min.
2019-11-26;HOLIDAYEUROPE;HOLIDAYEUROPE;VilniusVNO;HurgadaHRG;-2 °C;Ice fog.;19 km/h;170;4 km;12:15:00;12:15:00;On Time [-5, 5] min.
2019-11-26;WizzAir;WizzAir;KaunasKUN;Londonas(Lutonas)LTN;0 °C;Ice fog.;15 km/h;160;3 km;12:15:00;12:28:00;Delay (5, 15] min.
2019-11-26;Ryanair;Ryanair;VilniusVNO;BarselonaBCN;-2 °C;Ice fog.;19 km/h;170;4 km;12:35:00;12:35:00;On Time [-5, 5] min.
2019-11-26;WizzAir;WizzAir;VilniusVNO;KijevasIEV;-2 °C;Ice fog.;17 km/h;170;4 km;12:45:00;12:45:00;On Time [-5, 5] min.
2019-11-26;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;-2 °C;Ice fog.;17 km/h;180;4 km;13:30:00;13:30:00;On Time [-5, 5] min.
2019-11-26;AustrianAirlines;AustrianAirlines;VilniusVNO;VienaVIE;-2 °C;Ice fog.;17 km/h;180;4 km;13:30:00;13:30:00;On Time [-5, 5] min.
2019-11-26;Finnair;Finnair;VilniusVNO;HelsinkisHEL;-2 °C;Ice fog.;17 km/h;170;3 km;13:40:00;13:40:00;On Time [-5, 5] min.
2019-11-26;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;-2 °C;Ice fog.;17 km/h;170;3 km;13:40:00;13:40:00;On Time [-5, 5] min.
2019-11-26;Norwegian;Norwegian;PalangaPLQ;Oslas;0 °C;Fog.;4 km/h;170;2 km;14:25:00;14:47:00;Delay (15,30] min.
2019-11-26;Ryanair;Ryanair;VilniusVNO;RomaCIA;-2 °C;Ice fog.;17 km/h;170;3 km;14:30:00;14:30:00;On Time [-5, 5] min.
2019-11-26;AirBaltic;AirBaltic;VilniusVNO;ParyþiusCDG;-2 °C;Ice fog.;15 km/h;180;5 km;14:50:00;14:50:00;On Time [-5, 5] min.
2019-11-26;NorvegianAirShuttle;NorvegianAirShuttle;VilniusVNO;OslasOSL;-2 °C;Ice fog.;15 km/h;180;5 km;14:50:00;14:50:00;On Time [-5, 5] min.
2019-11-26;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;-2 °C;Ice fog.;15 km/h;180;5 km;15:05:00;15:05:00;On Time [-5, 5] min.
2019-11-26;AirBaltic;AirBaltic;PalangaPLQ;Ryga;0 °C;Fog.;4 km/h;170;2 km;15:10:00;15:38:00;Delay (15,30] min.
2019-11-26;SAS;SAS;PalangaPLQ;Kopenhaga;0 °C;Fog.;4 km/h;170;2 km;15:15:00;15:27:00;Delay (5, 15] min.
2019-11-26;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;-2 °C;Low clouds.;17 km/h;180;6 km;15:25:00;15:25:00;On Time [-5, 5] min.
2019-11-26;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;-2 °C;Low clouds.;15 km/h;180;6 km;15:50:00;15:50:00;On Time [-5, 5] min.
2019-11-26;WizzAir;WizzAir;VilniusVNO;EilatasETM;-1 °C;Low clouds.;13 km/h;170;6 km;16:10:00;16:10:00;On Time [-5, 5] min.
2019-11-26;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;-1 °C;Low clouds.;13 km/h;170;6 km;16:20:00;16:20:00;On Time [-5, 5] min.
2019-11-26;WizzAir;WizzAir;VilniusVNO;SautendasSEN;-1 °C;Low clouds.;13 km/h;170;6 km;16:35:00;16:35:00;On Time [-5, 5] min.
2019-11-26;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;-1 °C;Low clouds.;17 km/h;190;6 km;16:45:00;16:45:00;On Time [-5, 5] min.
2019-11-26;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;LondonasLCY;-1 °C;Low clouds.;17 km/h;190;6 km;17:00:00;17:00:00;On Time [-5, 5] min.
2019-11-26;UkraineInternationalAirlines;UkraineInternationalAirlines;VilniusVNO;KijevasKBP;-1 °C;Ice fog.;19 km/h;190;5 km;17:05:00;17:05:00;On Time [-5, 5] min.
2019-11-26;Ryanair;Ryanair;VilniusVNO;LondonasSTN;-1 °C;Ice fog.;17 km/h;180;5 km;17:20:00;17:20:00;On Time [-5, 5] min.
2019-11-26;Ryanair;Ryanair;VilniusVNO;BerlynasSXF;-1 °C;Ice fog.;17 km/h;180;5 km;17:25:00;17:25:00;On Time [-5, 5] min.
2019-11-26;Ryanair;Ryanair;KaunasKUN;MilanasMXP;-1 °C;Ice fog.;13 km/h;150;2 km;17:30:00;17:41:00;Delay (5, 15] min.
2019-11-26;Ryanair;Ryanair;VilniusVNO;ParyþiusBVA;-1 °C;Ice fog.;17 km/h;180;5 km;17:45:00;17:45:00;On Time [-5, 5] min.
2019-11-26;WizzAir;WizzAir;PalangaPLQ;Dortmundas;0 °C;Fog.;7 km/h;140;1 km;17:45:00;17:38:00;Early [-15,-5) min.
2019-11-26;BrusselsAirlines;BrusselsAirlines;VilniusVNO;BriuselisBRU;-1 °C;Ice fog.;19 km/h;180;5 km;18:10:00;18:10:00;On Time [-5, 5] min.
2019-11-26;null;null;VilniusVNO;MarsaAlamas;-1 °C;Ice fog.;19 km/h;180;5 km;18:30:00;18:30:00;On Time [-5, 5] min.
2019-11-26;Finnair;Finnair;VilniusVNO;HelsinkisHEL;-1 °C;Ice fog.;19 km/h;180;5 km;18:40:00;18:40:00;On Time [-5, 5] min.
2019-11-26;WizzAir;WizzAir;VilniusVNO;BarselonaBCN;-1 °C;Ice fog.;19 km/h;180;5 km;18:40:00;18:40:00;On Time [-5, 5] min.
2019-11-26;TurkishAirlines;TurkishAirlines;VilniusVNO;StambulasIST;-1 °C;Ice fog.;19 km/h;180;5 km;18:45:00;18:45:00;On Time [-5, 5] min.
2019-11-26;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;-1 °C;Ice fog.;19 km/h;180;5 km;19:00:00;19:00:00;On Time [-5, 5] min.
2019-11-26;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;StokholmasARN;-1 °C;Ice fog.;19 km/h;180;5 km;19:00:00;19:00:00;On Time [-5, 5] min.
2019-11-26;Ryanair;Ryanair;VilniusVNO;SautendasSEN;-1 °C;Ice fog.;19 km/h;180;5 km;19:05:00;19:05:00;On Time [-5, 5] min.
2019-11-26;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;-1 °C;Ice fog.;19 km/h;180;4 km;19:35:00;19:35:00;On Time [-5, 5] min.
2019-11-26;TravelServicePolska;TravelServicePolska;VilniusVNO;MadeiraFNC;-1 °C;Ice fog.;19 km/h;180;4 km;20:10:00;20:10:00;On Time [-5, 5] min.
2019-11-26;Ryanair;Ryanair;KaunasKUN;EdinburgasEDI;-1 °C;Ice fog.;13 km/h;160;5 km;20:15:00;20:23:00;Delay (5, 15] min.
2019-11-26;Ryanair;Ryanair;KaunasKUN;Londonas(Lutonas)LTN;-1 °C;Ice fog.;13 km/h;160;5 km;20:30:00;21:11:00;Delay (30, inf) min.
2019-11-26;WizzAir;WizzAir;PalangaPLQ;Londonas/Lutonas;0 °C;Fog.;7 km/h;150;1 km;20:40:00;20:44:00;On Time [-5, 5] min.
2019-11-26;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;-1 °C;Ice fog.;17 km/h;180;5 km;21:20:00;21:40:00;Delay (15,30] min.
2019-11-27;Ryanair;Ryanair;KaunasKUN;Londonas(Stanstedas)STN;0 °C;Low clouds.;15 km/h;170;8 km;00:18:00;00:18:00;On Time [-5, 5] min.
2019-11-27;AirBaltic;AirBaltic;PalangaPLQ;Ryga;1 °C;Fog.;7 km/h;140;2 km;05:50:00;05:43:00;Early [-15,-5) min.
2019-11-27;LOTPolishAirlines;LOTPolishAirlines;KaunasKUN;VarðuvaWAW;0 °C;Ice fog.;13 km/h;150;2 km;06:20:00;06:21:00;On Time [-5, 5] min.
2019-11-27;Ryanair;Ryanair;KaunasKUN;KopenhagaCPH;0 °C;Ice fog.;13 km/h;150;2 km;06:35:00;06:39:00;On Time [-5, 5] min.
2019-11-27;Ryanair;Ryanair;KaunasKUN;Londonas(Stanstedas)STN;0 °C;Ice fog.;15 km/h;160;2 km;06:40:00;06:43:00;On Time [-5, 5] min.
2019-11-27;SAS;SAS;PalangaPLQ;Kopenhaga;1 °C;Drizzle. Low clouds.;6 km/h;150;3 km;07:00:00;07:04:00;On Time [-5, 5] min.
2019-11-27;GetJetAirlines;GetJetAirlines;VilniusVNO;ÐarmelÐeichasSSH;-1 °C;Ice fog.;20 km/h;170;2 km;07:05:00;07:05:00;On Time [-5, 5] min.
2019-11-27;Ryanair;Ryanair;VilniusVNO;CharkovasHRK;-1 °C;Ice fog.;20 km/h;170;2 km;07:10:00;07:10:00;On Time [-5, 5] min.
2019-11-27;UkraineInternationalAirlines;UkraineInternationalAirlines;VilniusVNO;KijevasKBP;-1 °C;Ice fog.;20 km/h;170;2 km;07:15:00;07:15:00;On Time [-5, 5] min.
2019-11-27;GetJetAirlines;GetJetAirlines;VilniusVNO;ÐarmelÐeichasSSH;-1 °C;Ice fog.;20 km/h;170;2 km;07:20:00;07:20:00;On Time [-5, 5] min.
2019-11-27;AirBaltic;AirBaltic;VilniusVNO;AmsterdamasAMS;-1 °C;Ice fog.;15 km/h;170;2 km;07:55:00;07:55:00;On Time [-5, 5] min.
2019-11-27;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;-1 °C;Chilly.;13 km/h;170;1 km;08:55:00;09:18:00;Delay (15,30] min.
2019-11-27;Finnair;Finnair;VilniusVNO;HelsinkisHEL;-1 °C;Ice fog.;13 km/h;180;1 km;10:00:00;10:00:00;On Time [-5, 5] min.
2019-11-27;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;-1 °C;Ice fog.;13 km/h;180;1 km;10:05:00;10:05:00;On Time [-5, 5] min.
2019-11-27;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;-1 °C;Ice fog.;17 km/h;180;1 km;10:40:00;11:25:00;Delay (30, inf) min.
2019-11-27;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;-1 °C;Ice fog.;17 km/h;180;1 km;10:55:00;10:55:00;On Time [-5, 5] min.
2019-11-27;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;-1 °C;Ice fog.;17 km/h;180;1 km;11:10:00;12:04:00;Delay (30, inf) min.
2019-11-27;Ryanair;Ryanair;VilniusVNO;TrevizasTSF;-1 °C;Ice fog.;17 km/h;180;1 km;11:30:00;12:10:00;Delay (30, inf) min.
2019-11-27;Ryanair;Ryanair;VilniusVNO;BrëmenasBRE;-1 °C;Ice fog.;13 km/h;170;2 km;11:40:00;11:40:00;On Time [-5, 5] min.
2019-11-27;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;StokholmasARN;-1 °C;Ice fog.;13 km/h;170;2 km;11:40:00;11:40:00;On Time [-5, 5] min.
2019-11-27;TurkishAirlines;TurkishAirlines;VilniusVNO;StambulasIST;-1 °C;Ice fog.;15 km/h;170;1 km;12:20:00;12:20:00;On Time [-5, 5] min.
2019-11-27;GermanAirForce;GermanAirForce;KaunasKUN;LeipcigasLEJ;1 °C;Low clouds.;20 km/h;160;N/A;12:30:00;12:48:00;Delay (15,30] min.
2019-11-27;PrivateFlight;PrivateFlight;KaunasKUN;VIENAVIE;1 °C;Low clouds.;13 km/h;160;N/A;13:10:00;13:15:00;On Time [-5, 5] min.
2019-11-27;WizzAir;WizzAir;VilniusVNO;ParyþiusBVA;-1 °C;Ice fog.;17 km/h;180;2 km;13:25:00;13:25:00;On Time [-5, 5] min.
2019-11-27;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;-1 °C;Ice fog.;17 km/h;180;2 km;13:30:00;13:30:00;On Time [-5, 5] min.
2019-11-27;AustrianAirlines;AustrianAirlines;VilniusVNO;VienaVIE;-1 °C;Ice fog.;17 km/h;180;2 km;13:30:00;13:30:00;On Time [-5, 5] min.
2019-11-27;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;-1 °C;Ice fog.;9 km/h;170;3 km;13:40:00;13:40:00;On Time [-5, 5] min.
2019-11-27;Norwegian;Norwegian;PalangaPLQ;Bergenas;2 °C;Fog.;6 km/h;150;5 km;13:45:00;13:36:00;Early [-15,-5) min.
2019-11-27;WizzAir;WizzAir;VilniusVNO;MilanasMXP;-1 °C;Ice fog.;9 km/h;170;3 km;14:00:00;14:00:00;On Time [-5, 5] min.
2019-11-27;Ryanair;Ryanair;KaunasKUN;NiurnbergasNUE;0 °C;Low clouds.;19 km/h;160;8 km;14:05:00;14:03:00;On Time [-5, 5] min.
2019-11-27;WizzAir;WizzAir;VilniusVNO;OslasTRF;-1 °C;Ice fog.;13 km/h;170;1 km;15:05:00;15:05:00;On Time [-5, 5] min.
2019-11-27;AirBaltic;AirBaltic;PalangaPLQ;Ryga;2 °C;Fog.;7 km/h;140;9 km;15:10:00;15:12:00;On Time [-5, 5] min.
2019-11-27;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;-1 °C;Ice fog.;13 km/h;170;1 km;15:15:00;15:15:00;On Time [-5, 5] min.
2019-11-27;SAS;SAS;PalangaPLQ;Kopenhaga;2 °C;Fog.;7 km/h;140;9 km;15:15:00;15:17:00;On Time [-5, 5] min.
2019-11-27;TravelServicePolska;TravelServicePolska;VilniusVNO;Taba;-1 °C;Ice fog.;13 km/h;170;1 km;15:15:00;15:15:00;On Time [-5, 5] min.
2019-11-27;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;-1 °C;Ice fog.;13 km/h;170;1 km;15:25:00;15:25:00;On Time [-5, 5] min.
2019-11-27;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;-1 °C;Ice fog.;15 km/h;170;1 km;15:50:00;15:50:00;On Time [-5, 5] min.
2019-11-27;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;-1 °C;Ice fog.;13 km/h;170;1 km;16:20:00;16:20:00;On Time [-5, 5] min.
2019-11-27;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;-1 °C;Ice fog.;13 km/h;170;1 km;16:45:00;16:45:00;On Time [-5, 5] min.
2019-11-27;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;LondonasLCY;-1 °C;Ice fog.;9 km/h;170;1 km;17:00:00;17:00:00;On Time [-5, 5] min.
2019-11-27;UkraineInternationalAirlines;UkraineInternationalAirlines;VilniusVNO;KijevasKBP;-1 °C;Ice fog.;9 km/h;170;1 km;17:05:00;17:05:00;On Time [-5, 5] min.
2019-11-27;Ryanair;Ryanair;VilniusVNO;LondonasSTN;-1 °C;Ice fog.;11 km/h;160;1 km;17:20:00;17:20:00;On Time [-5, 5] min.
2019-11-27;Belavia;Belavia;VilniusVNO;MinskasMSQ;-1 °C;Ice fog.;13 km/h;150;1 km;17:40:00;17:40:00;On Time [-5, 5] min.
2019-11-27;Ryanair;Ryanair;VilniusVNO;MilanasBergamo;-1 °C;Ice fog.;13 km/h;150;1 km;17:45:00;17:45:00;On Time [-5, 5] min.
2019-11-28;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;0 °C;Ice fog.;24 km/h;170;5 km;05:40:00;05:40:00;On Time [-5, 5] min.
2019-11-28;AirBaltic;AirBaltic;PalangaPLQ;Ryga;4 °C;Fog.;7 km/h;140;5 km;05:50:00;05:49:00;On Time [-5, 5] min.
2019-11-28;LOTPolishAirlines;LOTPolishAirlines;KaunasKUN;VarðuvaWAW;2 °C;Low clouds.;19 km/h;150;7 km;06:20:00;06:25:00;On Time [-5, 5] min.
2019-11-28;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;0 °C;Ice fog.;22 km/h;170;5 km;06:25:00;06:25:00;On Time [-5, 5] min.
2019-11-28;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;0 °C;Ice fog.;22 km/h;170;5 km;06:25:00;06:25:00;On Time [-5, 5] min.
2019-11-28;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;LondonasLCY;0 °C;Ice fog.;22 km/h;170;5 km;06:30:00;06:30:00;On Time [-5, 5] min.
2019-11-28;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;0 °C;Ice fog.;22 km/h;170;5 km;06:35:00;06:35:00;On Time [-5, 5] min.
2019-11-28;Ryanair;Ryanair;VilniusVNO;OslasOSL;0 °C;Ice fog.;24 km/h;160;5 km;06:40:00;06:40:00;On Time [-5, 5] min.
2019-11-28;WizzAir;WizzAir;VilniusVNO;EindhovenasEIN;0 °C;Ice fog.;24 km/h;160;5 km;06:55:00;06:55:00;On Time [-5, 5] min.
2019-11-28;Ryanair;Ryanair;KaunasKUN;BolonijaBLQ;2 °C;Low clouds.;20 km/h;150;7 km;07:00:00;07:03:00;On Time [-5, 5] min.
2019-11-28;SAS;SAS;PalangaPLQ;Kopenhaga;4 °C;Light rain. Low clouds.;9 km/h;130;3 km;07:00:00;06:58:00;On Time [-5, 5] min.
2019-11-28;Ryanair;Ryanair;KaunasKUN;KopenhagaCPH;2 °C;Low clouds.;20 km/h;150;7 km;07:05:00;07:00:00;On Time [-5, 5] min.
2019-11-28;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;StokholmasARN;0 °C;Ice fog.;24 km/h;160;5 km;07:05:00;07:05:00;On Time [-5, 5] min.
2019-11-28;Ryanair;Ryanair;VilniusVNO;DublinasDUB;1 °C;Fog.;26 km/h;160;5 km;07:10:00;07:10:00;On Time [-5, 5] min.
2019-11-28;GetJetAirlines;GetJetAirlines;VilniusVNO;HurgadaHRG;1 °C;Fog.;26 km/h;160;5 km;07:15:00;07:15:00;On Time [-5, 5] min.
2019-11-28;GetJetAirlines;GetJetAirlines;VilniusVNO;HurgadaHRG;1 °C;Fog.;26 km/h;160;5 km;07:30:00;07:30:00;On Time [-5, 5] min.
2019-11-28;AirBaltic;AirBaltic;VilniusVNO;AmsterdamasAMS;1 °C;Fog.;26 km/h;160;5 km;07:55:00;07:55:00;On Time [-5, 5] min.
2019-11-28;Belavia;Belavia;VilniusVNO;MinskasMSQ;1 °C;Fog.;26 km/h;170;5 km;08:25:00;08:47:00;Delay (15,30] min.
2019-11-28;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;1 °C;Fog.;26 km/h;170;5 km;08:55:00;08:55:00;On Time [-5, 5] min.
2019-11-28;Ryanair;Ryanair;VilniusVNO;FrankfurtasHHN;1 °C;Low clouds.;28 km/h;170;8 km;09:55:00;09:55:00;On Time [-5, 5] min.
2019-11-28;Finnair;Finnair;VilniusVNO;HelsinkisHEL;1 °C;Low clouds.;28 km/h;170;8 km;10:00:00;10:00:00;On Time [-5, 5] min.
2019-11-28;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;1 °C;Low clouds.;28 km/h;170;8 km;10:05:00;10:05:00;On Time [-5, 5] min.
2019-11-28;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;1 °C;Low clouds.;26 km/h;170;8 km;10:40:00;10:40:00;On Time [-5, 5] min.
2019-11-28;WizzAir;WizzAir;KaunasKUN;Londonas(Lutonas)LTN;2 °C;Light rain. Fog.;26 km/h;150;5 km;10:45:00;10:56:00;Delay (5, 15] min.
2019-11-28;Norwegian;Norwegian;PalangaPLQ;Oslas;5 °C;Fog.;6 km/h;160;2 km;10:50:00;11:03:00;Delay (5, 15] min.
2019-11-28;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;1 °C;Low clouds.;26 km/h;170;8 km;10:55:00;10:55:00;On Time [-5, 5] min.
2019-11-28;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;0 °C;Low clouds.;28 km/h;170;7 km;11:10:00;11:37:00;Delay (15,30] min.
2019-11-28;Ryanair;Ryanair;VilniusVNO;LondonasLTN;0 °C;Drizzle. Low clouds.;26 km/h;170;7 km;11:40:00;11:40:00;On Time [-5, 5] min.
2019-11-28;HOLIDAYEUROPE;HOLIDAYEUROPE;VilniusVNO;ÐarmelÐeichasSSH;0 °C;Drizzle. Low clouds.;30 km/h;170;6 km;12:35:00;12:35:00;On Time [-5, 5] min.
2019-11-28;Ryanair;Ryanair;KaunasKUN;EilatasETM;3 °C;Drizzle. Fog.;19 km/h;160;5 km;13:15:00;13:17:00;On Time [-5, 5] min.
2019-11-28;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;0 °C;Light rain. Low clouds.;30 km/h;170;6 km;13:30:00;13:30:00;On Time [-5, 5] min.
2019-11-28;AustrianAirlines;AustrianAirlines;VilniusVNO;VienaVIE;0 °C;Light rain. Low clouds.;30 km/h;170;6 km;13:30:00;13:30:00;On Time [-5, 5] min.
2019-11-28;Finnair;Finnair;VilniusVNO;HelsinkisHEL;0 °C;Low clouds.;30 km/h;170;6 km;13:40:00;13:40:00;On Time [-5, 5] min.
2019-11-28;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;0 °C;Low clouds.;30 km/h;170;6 km;13:40:00;13:40:00;On Time [-5, 5] min.
2019-11-28;NorvegianAirShuttle;NorvegianAirShuttle;VilniusVNO;OslasOSL;0 °C;Ice fog.;28 km/h;170;5 km;14:45:00;15:33:00;Delay (30, inf) min.
2019-11-28;AirBaltic;AirBaltic;VilniusVNO;ParyþiusCDG;0 °C;Ice fog.;28 km/h;170;5 km;14:50:00;14:50:00;On Time [-5, 5] min.
2019-11-28;AirBaltic;AirBaltic;PalangaPLQ;Ryga;7 °C;Fog.;7 km/h;160;7 km;15:10:00;15:14:00;On Time [-5, 5] min.
2019-11-28;Lufthansa;Lufthansa;VilniusVNO;FrankfurtasFRA;0 °C;Low clouds.;26 km/h;170;6 km;15:10:00;15:10:00;On Time [-5, 5] min.
2019-11-28;SAS;SAS;PalangaPLQ;Kopenhaga;7 °C;Fog.;7 km/h;160;7 km;15:15:00;15:19:00;On Time [-5, 5] min.
2019-11-28;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;0 °C;Low clouds.;26 km/h;170;6 km;15:25:00;15:25:00;On Time [-5, 5] min.
2019-11-28;Ryanair;Ryanair;VilniusVNO;ParyþiusBVA;0 °C;Low clouds.;26 km/h;170;6 km;15:30:00;15:30:00;On Time [-5, 5] min.
2019-11-28;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;KopenhagaCPH;0 °C;Low clouds.;28 km/h;170;8 km;15:50:00;15:50:00;On Time [-5, 5] min.
2019-11-28;null;null;VilniusVNO;TenerifëTFS;0 °C;Ice fog.;28 km/h;160;5 km;16:15:00;16:15:00;On Time [-5, 5] min.
2019-11-28;Aeroflot;Aeroflot;VilniusVNO;MaskvaSVO;0 °C;Ice fog.;28 km/h;160;5 km;16:20:00;16:20:00;On Time [-5, 5] min.
2019-11-28;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;0 °C;Ice fog.;26 km/h;170;5 km;16:45:00;16:45:00;On Time [-5, 5] min.
2019-11-28;UkraineInternationalAirlines;UkraineInternationalAirlines;VilniusVNO;KijevasKBP;0 °C;Ice fog.;28 km/h;170;4 km;17:05:00;17:05:00;On Time [-5, 5] min.
2019-11-28;Ryanair;Ryanair;VilniusVNO;BerlynasSXF;0 °C;Ice fog.;30 km/h;170;4 km;17:25:00;17:25:00;On Time [-5, 5] min.
2019-11-28;WizzAir;WizzAir;VilniusVNO;SautendasSEN;0 °C;Ice fog.;32 km/h;170;1 km;18:20:00;18:20:00;On Time [-5, 5] min.
2019-11-28;Finnair;Finnair;VilniusVNO;HelsinkisHEL;0 °C;Fog.;30 km/h;170;1 km;18:40:00;18:40:00;On Time [-5, 5] min.
2019-11-28;TurkishAirlines;TurkishAirlines;VilniusVNO;StambulasIST;0 °C;Fog.;30 km/h;170;1 km;18:45:00;18:45:00;On Time [-5, 5] min.
2019-11-28;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;0 °C;Fog.;30 km/h;170;1 km;19:00:00;19:00:00;On Time [-5, 5] min.
2019-11-28;ScandinavianAirlines;ScandinavianAirlines;VilniusVNO;StokholmasARN;0 °C;Fog.;30 km/h;170;1 km;19:00:00;19:00:00;On Time [-5, 5] min.
2019-11-28;Ryanair;Ryanair;VilniusVNO;SautendasSEN;0 °C;Fog.;30 km/h;170;1 km;19:05:00;19:05:00;On Time [-5, 5] min.
2019-11-28;AirBaltic;AirBaltic;VilniusVNO;TalinasTLL;0 °C;Ice fog.;19 km/h;170;1 km;19:35:00;19:35:00;On Time [-5, 5] min.
2019-11-28;WizzAir;WizzAir;VilniusVNO;LondonasLTN;0 °C;Ice fog.;17 km/h;180;1 km;19:55:00;19:55:00;On Time [-5, 5] min.
2019-11-28;Ryanair;Ryanair;VilniusVNO;RomaCIA;1 °C;Fog.;15 km/h;170;1 km;20:45:00;20:45:00;On Time [-5, 5] min.
2019-11-28;Ryanair;Ryanair;VilniusVNO;BriuselisCRL;1 °C;Drizzle. Fog.;15 km/h;170;1 km;21:10:00;21:10:00;On Time [-5, 5] min.
2019-11-28;Ryanair;Ryanair;KaunasKUN;ÐanonasSNN;3 °C;Fog.;20 km/h;160;3 km;21:15:00;21:18:00;On Time [-5, 5] min.
2019-11-28;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;1 °C;Drizzle. Fog.;15 km/h;170;1 km;21:20:00;22:11:00;Delay (30, inf) min.
2019-11-28;Ryanair;Ryanair;VilniusVNO;LiverpulisLPL;1 °C;Drizzle. Fog.;15 km/h;170;1 km;21:35:00;21:35:00;On Time [-5, 5] min.
2019-11-28;Ryanair;Ryanair;KaunasKUN;Londonas(Lutonas)LTN;4 °C;Fog.;15 km/h;160;2 km;21:45:00;21:58:00;Delay (5, 15] min.
2019-11-29;AirBaltic;AirBaltic;PalangaPLQ;Ryga;7 °C;Sprinkles. Overcast.;7 km/h;160;20 km;05:50:00;05:51:00;On Time [-5, 5] min.
2019-11-29;SAS;SAS;PalangaPLQ;Kopenhaga;7 °C;Sprinkles. Low clouds.;7 km/h;170;5 km;07:00:00;07:02:00;On Time [-5, 5] min.
2019-11-29;Ryanair;Ryanair;KaunasKUN;BristolisBRS;5 °C;Light rain. Fog.;22 km/h;150;3 km;08:55:00;09:06:00;Delay (5, 15] min.
2019-11-29;Finnair;Finnair;VilniusVNO;HelsinkisHEL;2 °C;Light rain. Fog.;15 km/h;170;1 km;10:00:00;10:17:00;Delay (15,30] min.
2019-11-29;LOTPolishAirlines;LOT...PolishAirlines;VilniusVNO;VarðuvaWAW;2 °C;Light rain. Fog.;15 km/h;170;1 km;10:05:00;10:05:00;On Time [-5, 5] min.
2019-11-29;CorendonEurope;CorendonEurope;VilniusVNO;HurgadaHRG;2 °C;Light rain. Fog.;15 km/h;170;1 km;10:25:00;10:25:00;On Time [-5, 5] min.
2019-11-29;AirBaltic;AirBaltic;VilniusVNO;RygaRIX;2 °C;Light rain. Fog.;13 km/h;170;1 km;10:40:00;11:34:00;Delay (30, inf) min.
